#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Acanthaster planci","Eukaryota;Animals;Other Animals","","SAMD00054104","PRJDB3175","GCA_001949145.1","Scaffold",383.86,41.5001,"mitochondrion MT:NC_007788.1/","BDGF01",1766,33214,"2016-12-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/949/145/GCA_001949145.1_OKI-Apl_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/949/145/GCF_001949145.1_OKI-Apl_1.0"
"Menura novaehollandiae","Eukaryota;Animals;Birds","B10K-CU-030-46","SAMN12253747","PRJNA545868","GCA_013396355.1","Scaffold",1060.48,41.5,,"VWPS01",4051,14444,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/396/355/GCA_013396355.1_ASM1339635v1",
"Denticeps clupeoides","Eukaryota;Animals;Fishes","","SAMEA104129917","PRJEB31545","GCA_900700375.1"," Chromosome",567.401,43.744,"chromosome 1:NC_041707.1/LR535813.1; chromosome 2:NC_041708.1/LR535814.1; chromosome 3:NC_041709.1/LR535815.1; chromosome 4:NC_041710.1/LR535816.1; chromosome 5:NC_041711.1/LR535817.1; chromosome 6:NC_041712.1/LR535818.1; chromosome 7:NC_041713.1/LR535819.1; chromosome 8:NC_041714.1/LR535820.1; chromosome 9:NC_041715.1/LR535821.1; chromosome 10:NC_041716.1/LR535822.1; chromosome 11:NC_041717.1/LR535823.1; chromosome 12:NC_041718.1/LR535824.1; chromosome 13:NC_041719.1/LR535825.1; chromosome 14:NC_041720.1/LR535826.1; chromosome 15:NC_041721.1/LR535827.1; chromosome 16:NC_041722.1/LR535828.1; chromosome 17:NC_041723.1/LR535829.1; chromosome 18:NC_041724.1/LR535830.1; chromosome 19:NC_041725.1/LR535831.1; chromosome 20:NC_041726.1/LR535832.1","CAADHS01",460,50058,"2019-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/700/375/GCA_900700375.1_fDenClu1.1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/700/375/GCF_900700375.1_fDenClu1.1"
"Eudyptes chrysocome","Eukaryota;Animals;Birds","RH 110-1","SAMN12384872","PRJNA556735","GCA_010085355.1","Scaffold",1231.06,40.9,,"VULL01",3371,12871,"2020-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/085/355/GCA_010085355.1_BGI_Echrysoc.V1",
"Adoxophyes honmai","Eukaryota;Animals;Insects","Kanaya1960","SAMD00128871","PRJDB6525","GCA_005406045.1","Scaffold",469.62,35.4,,"BHDV01",72695,0,"2019-03-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/045/GCA_005406045.1_Ah_1.0",
"Diretmus argenteus","Eukaryota;Animals;Fishes","","SAMEA5226238","PRJEB30779","GCA_900660295.1","Scaffold",302.363,42.6,,"CABFOR01",107968,0,"2019-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/295/GCA_900660295.1_Diretmus_argenteus_assembly",
"Nipponia nippon","Eukaryota;Animals;Birds","BGI_Y956","SAMN02596464","PRJNA253829","GCA_000708225.1","Scaffold",1223.86,42.0001,"mitochondrion MT:NC_008132.1/","JMFH01",59555,17089,"2014-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/225/GCA_000708225.1_ASM70822v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/225/GCF_000708225.1_ASM70822v1"
"Podiceps cristatus","Eukaryota;Animals;Birds","BGI_N338","SAMN02339891","PRJNA212905","GCA_000699545.1","Scaffold",1134.92,41.5,,"JMFS01",82923,11707,"2014-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/545/GCA_000699545.1_ASM69954v1",
"Galemys pyrenaicus","Eukaryota;Animals;Mammals","IBE-C5619","SAMN18106611","PRJNA705855","GCA_019455555.1","Scaffold",1828.35,41,,"JAGFMF01",12306,20909,"2021-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/555/GCA_019455555.1_Gpyr_1.0",
"Nasalis larvatus","Eukaryota;Animals;Mammals","Charlie","SAMN02689222","PRJNA241312","GCA_000772465.1"," Chromosome",3011.97,42.2536,"chromosome align_MmX:CM003018.1; chromosome align_Mm1:CM002998.1; chromosome align_Mm2:CM003009.1; chromosome align_Mm3:CM003011.1; chromosome align_Mm4:CM003012.1; chromosome align_Mm5:CM003013.1; chromosome align_Mm6:CM003014.1; chromosome align_Mm7:CM003015.1; chromosome align_Mm8:CM003016.1; chromosome align_Mm9:CM003017.1; chromosome align_Mm10:CM002999.1; chromosome align_Mm11:CM003000.1; chromosome align_Mm12:CM003001.1; chromosome align_Mm13:CM003002.1; chromosome align_Mm14:CM003003.1; chromosome align_Mm15:CM003004.1; chromosome align_Mm16:CM003005.1; chromosome align_Mm17:CM003006.1; chromosome align_Mm18:CM003007.1; chromosome align_Mm19:CM003008.1; chromosome align_Mm20:CM003010.1","JMHX01",319549,0,"2014-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/465/GCA_000772465.1_Charlie1.0",
"Rhinopithecus roxellana","Eukaryota;Animals;Mammals","Shanxi Qingling","SAMN11039125","PRJNA565017","GCA_007565055.1"," Chromosome",3038.48,40.9082,"chromosome 1:NC_044549.1/CM017351.1; chromosome 2:NC_044550.1/CM017352.1; chromosome 3:NC_044551.1/CM017353.1; chromosome 4:NC_044552.1/CM017354.1; chromosome 5:NC_044553.1/CM017355.1; chromosome 6:NC_044554.1/CM017356.1; chromosome 7:NC_044555.1/CM017357.1; chromosome 8:NC_044556.1/CM017358.1; chromosome 9:NC_044557.1/CM017359.1; chromosome 10:NC_044558.1/CM017360.1; chromosome 11:NC_044559.1/CM017361.1; chromosome 12:NC_044560.1/CM017362.1; chromosome 13:NC_044561.1/CM017363.1; chromosome 14:NC_044562.1/CM017364.1; chromosome 15:NC_044563.1/CM017365.1; chromosome 16:NC_044564.1/CM017366.1; chromosome 17:NC_044565.1/CM017367.1; chromosome 18:NC_044566.1/CM017368.1; chromosome 19:NC_044567.1/CM017369.1; chromosome 20:NC_044568.1/CM017370.1; chromosome 21:NC_044569.1/CM017371.1; chromosome 22:NC_044570.1/CM017372.1; mitochondrion MT:NC_008218.1/","VMRL01",3257,53702,"2019-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/565/055/GCA_007565055.1_ASM756505v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/565/055/GCF_007565055.1_ASM756505v1"
"Semnopithecus entellus","Eukaryota;Animals;Mammals","BS30","SAMN07678111","PRJNA399419","GCA_004025065.1","Scaffold",3033.04,41.3,,"PVII01",1063749,0,"2019-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/065/GCA_004025065.1_SemEnt_v1_BIUU",
"Trachyrincus murrayi","Eukaryota;Animals;Fishes","","SAMEA4028782","PRJEB12469","GCA_900323305.1","Scaffold",452.417,0,,"OOFB01",40927,0,"2018-03-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/305/GCA_900323305.1_ASM90032330v1",
"Vulpes vulpes","Eukaryota;Animals;Mammals","TameXAggressive cross","SAMN06553695","PRJNA482864","GCA_003160815.1","Scaffold",2421.57,41.3,"mitochondrion MT:NC_008434.1/","NBDQ01",82424,37915,"2018-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/160/815/GCA_003160815.1_VulVul2.2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/160/815/GCF_003160815.1_VulVul2.2"
"Mirounga leonina","Eukaryota;Animals;Mammals","KUSES-001","SAMN13282320","PRJNA638103","GCA_011800145.1","Scaffold",2417.32,41.5,"mitochondrion MT:NC_008422.1/","JAAMPH01",1115,45186,"2020-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/145/GCA_011800145.1_KU_Mleo_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/145/GCF_011800145.1_KU_Mleo_1.0"
"Neomonachus schauinslandi","Eukaryota;Animals;Mammals","","SAMN06841387","PRJNA392091","GCA_002201575.2"," Chromosome",2419.44,41.5796,"chromosome 1:NC_058403.1/CM035896.1; chromosome 2:NC_058404.1/CM035898.1; chromosome 3:NC_058405.1/CM035899.1; chromosome 4:NC_058406.1/CM035900.1; chromosome 5:NC_058407.1/CM035901.1; chromosome 6:NC_058408.1/CM035902.1; chromosome 7:NC_058409.1/CM035903.1; chromosome 8:NC_058410.1/CM035904.1; chromosome 9:NC_058411.1/CM035905.1; chromosome 10:NC_058412.1/CM035906.1; chromosome 11:NC_058413.1/CM035907.1; chromosome 12:NC_058414.1/CM035908.1; chromosome 13:NC_058415.1/CM035909.1; chromosome 14:NC_058416.1/CM035910.1; chromosome 15:NC_058417.1/CM035911.1; chromosome 16:NC_058418.1/CM035912.1; chromosome X:NC_058419.1/CM035897.1; chromosome Y:NC_058420.1/CM035913.1; mitochondrion MT:CM035914.1","NINY02",8094,34516,"2017-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/575/GCA_002201575.2_ASM220157v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/575/GCF_002201575.2_ASM220157v2"
"Bufo gargarizans","Eukaryota;Animals;Amphibians","SCDJY-AF-19","SAMN14734018","PRJNA769289","GCA_014858855.1"," Chromosome",4545.48,44.4777,"chromosome 1:NC_058080.1/CM026465.1; chromosome 2:NC_058081.1/CM026466.1; chromosome 3:NC_058082.1/CM026467.1; chromosome 4:NC_058083.1/CM026468.1; chromosome 5:NC_058084.1/CM026469.1; chromosome 6:NC_058085.1/CM026470.1; chromosome 7:NC_058086.1/CM026471.1; chromosome 8:NC_058087.1/CM026472.1; chromosome 9:NC_058088.1/CM026473.1; chromosome 10:NC_058089.1/CM026474.1; chromosome 11:NC_058090.1/CM026475.1; mitochondrion MT:NC_008410.1/","JABFFT01",748,38512,"2020-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/858/855/GCA_014858855.1_ASM1485885v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/858/855/GCF_014858855.1_ASM1485885v1"
"Callorhinus ursinus","Eukaryota;Animals;Mammals","GAN/ISIS: 27379988/994484","SAMN09379881","PRJNA481736","GCA_003265705.1","Scaffold",2706.87,41.6,"mitochondrion MT:NC_008415.3/","QLOG01",14230,46164,"2018-06-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/705/GCA_003265705.1_ASM326570v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/705/GCF_003265705.1_ASM326570v1"
"Aurelia aurita","Eukaryota;Animals;Other Animals","ABS-J01","SAMN10227664","PRJNA494057","GCA_004194415.1","Scaffold",376.932,34.6,,"REGM01",2709,0,"2019-02-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/194/415/GCA_004194415.1_ABSv1",
"Verasper variegatus","Eukaryota;Animals;Fishes","vva_ysfri_2017","SAMN14998119","PRJNA634516","GCA_013332515.1"," Chromosome",545.339,42.1097,"linkage group LG01:CM023413.1; linkage group LG02:CM023414.1; linkage group LG03:CM023415.1; linkage group LG04:CM023416.1; linkage group LG05:CM023417.1; linkage group LG06:CM023418.1; linkage group LG07:CM023419.1; linkage group LG08:CM023420.1; linkage group LG09:CM023421.1; linkage group LG10:CM023422.1; linkage group LG11:CM023423.1; linkage group LG12:CM023424.1; linkage group LG13:CM023425.1; linkage group LG14:CM023426.1; linkage group LG15:CM023427.1; linkage group LG16:CM023428.1; linkage group LG17:CM023429.1; linkage group LG18:CM023430.1; linkage group LG19:CM023431.1; linkage group LG20:CM023432.1; linkage group LG21:CM023433.1; linkage group LG22:CM023434.1; linkage group LG23:CM023435.1","JABUOA01",57,0,"2020-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/332/515/GCA_013332515.1_ysfri_vvar_1.0",
"Platysternon megacephalum","Eukaryota;Animals;Reptiles","DO16091913","SAMN09536731","PRJNA479402","GCA_003942145.1","Scaffold",2319.09,43.9,,"QXTE01",359693,0,"2018-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/145/GCA_003942145.1_ASM394214v1",
"Atractosteus spatula","Eukaryota;Animals;Fishes","Allg_001","SAMN13737662","PRJNA599026","GCA_016984175.1","Scaffold",1055.22,37.7,,"JAAWVO01",81747,15524,"2021-02-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/984/175/GCA_016984175.1_BGI_Aspa_1.0",
"Anisakis simplex","Eukaryota;Animals;Roundworms","","SAMEA1529932","PRJEB496","GCA_900617985.1","Scaffold",126.87,35.6,,"UYRR01",42005,20971,"2018-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/985/GCA_900617985.1_A_simplex_0011_upd",
"Plectropomus leopardus","Eukaryota;Animals;Fishes","mb","SAMN11897347","PRJNA744194","GCA_008729295.2"," Chromosome",895.705,39.7059,"chromosome 1:NC_056463.1/CM018408.2; chromosome 2:NC_056464.1/CM018409.2; chromosome 3:NC_056465.1/CM018410.2; chromosome 4:NC_056466.1/CM018411.2; chromosome 5:NC_056467.1/CM018412.2; chromosome 6:NC_056468.1/CM018413.2; chromosome 7:NC_056469.1/CM018414.2; chromosome 8:NC_056470.1/CM018415.2; chromosome 9:NC_056471.1/CM018416.2; chromosome 10:NC_056472.1/CM018417.2; chromosome 11:NC_056473.1/CM018418.2; chromosome 12:NC_056474.1/CM018419.2; chromosome 13:NC_056475.1/CM018420.2; chromosome 14:NC_056476.1/CM018421.2; chromosome 15:NC_056477.1/CM018422.2; chromosome 16:NC_056478.1/CM018423.2; chromosome 17:NC_056479.1/CM018424.2; chromosome 18:NC_056480.1/CM018425.2; chromosome 19:NC_056481.1/CM018426.2; chromosome 20:NC_056482.1/CM018427.2; chromosome 21:NC_056483.1/CM018428.2; chromosome 22:NC_056484.1/CM018429.2; chromosome 23:NC_056485.1/CM018430.2; chromosome 24:NC_056486.1/CM018431.2; mitochondrion MT:NC_008449.1/","VJNF02",94260,36199,"2019-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/729/295/GCA_008729295.2_YSFRI_Pleo_2.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/729/295/GCF_008729295.1_YSFRI_Pleo_2.0"
"Apus apus","Eukaryota;Animals;Birds","bApuApu2","SAMN22785356","PRJNA776336","GCA_020740795.1"," Chromosome",1100.36,41.973,"chromosome 1:CM036503.1; chromosome 2:CM036504.1; chromosome 3:CM036505.1; chromosome 4:CM036506.1; chromosome 5:CM036507.1; chromosome 6:CM036508.1; chromosome 7:CM036509.1; chromosome 8:CM036510.1; chromosome 9:CM036511.1; chromosome 10:CM036512.1; chromosome 11:CM036513.1; chromosome 12:CM036514.1; chromosome 13:CM036515.1; chromosome 14:CM036516.1; chromosome 15:CM036517.1; chromosome 16:CM036518.1; chromosome 17:CM036519.1; chromosome 18:CM036520.1; chromosome 19:CM036521.1; chromosome 20:CM036522.1; chromosome 21:CM036523.1; chromosome 22:CM036524.1; chromosome 23:CM036525.1; chromosome 24:CM036526.1; chromosome 25:CM036527.1; chromosome 26:CM036528.1; chromosome 27:CM036529.1; chromosome 28:CM036530.1; chromosome 29:CM036531.1; chromosome W:CM036532.1; chromosome Z:CM036533.1","JAJGQY01",109,0,"2021-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/795/GCA_020740795.1_bApuApu2.pri.cur",
"Gobio gobio","Eukaryota;Animals;Fishes","DD_20210311","SAMN22242651","PRJNA770886","GCA_021464655.1"," Chromosome",1550.16,39.5303,"chromosome 1:CM038366.1; chromosome 2:CM038367.1; chromosome 3:CM038368.1; chromosome 4:CM038369.1; chromosome 5:CM038370.1; chromosome 6:CM038371.1; chromosome 7:CM038372.1; chromosome 8:CM038373.1; chromosome 9:CM038374.1; chromosome 10:CM038375.1; chromosome 11:CM038376.1; chromosome 12:CM038377.1; chromosome 13:CM038378.1; chromosome 14:CM038379.1; chromosome 15:CM038380.1; chromosome 16:CM038381.1; chromosome 17:CM038382.1; chromosome 18:CM038383.1; chromosome 19:CM038384.1; chromosome 20:CM038385.1; chromosome 21:CM038386.1; chromosome 22:CM038387.1; chromosome 23:CM038388.1; chromosome 24:CM038389.1; chromosome 25:CM038390.1","JAJBSQ01",687,0,"2022-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/464/655/GCA_021464655.1_fGobGob41.pri.20210311",
"Gyrodactylus salaris","Eukaryota;Animals;Flatworms","Lier","SAMN02726097","PRJNA244375","GCA_000715275.1","Scaffold",67.3807,33.9,,"JJOG01",6075,0,"2014-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/275/GCA_000715275.1_Gsalaris_v1",
"Phacochoerus africanus","Eukaryota;Animals;Mammals","WHEZ1","SAMN15809474","PRJNA656957","GCA_016906955.1"," Chromosome",2435.1,41.9651,"chromosome 1:CM029252.1; chromosome 2:CM029253.1; chromosome 3:CM029254.1; chromosome 4:CM029255.1; chromosome 5:CM029256.1; chromosome 6:CM029257.1; chromosome 7:CM029258.1; chromosome 8:CM029259.1; chromosome 9:CM029260.1; chromosome 10:CM029261.1; chromosome 11:CM029262.1; chromosome 12:CM029263.1; chromosome 13:CM029264.1; chromosome 14:CM029265.1; chromosome 15:CM029266.1; chromosome 16:CM029267.1; chromosome X:CM029268.1; mitochondrion MT:CM029269.1","JACMRZ01",195,0,"2021-02-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/906/955/GCA_016906955.1_ROS_Pafr_v1",
"Pandion haliaetus","Eukaryota;Animals;Birds","B10K-DU-012-58","SAMN12253917","PRJNA545868","GCA_013401275.1","Scaffold",1147.62,41.1,,"VYZV01",85775,12604,"2020-07-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/401/275/GCA_013401275.1_ASM1340127v1",
"Dibothriocephalus latus","Eukaryota;Animals;Flatworms","","SAMEA1463519","PRJEB1206","GCA_900617775.1","Scaffold",531.434,0,,"UYRU01",140294,0,"2018-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/617/775/GCA_900617775.1_D_latum_Geneva_0011_upd",
"Tropheus duboisi","Eukaryota;Animals;Fishes","KHA5","SAMN12124008","PRJNA550295","GCA_015109155.1","Scaffold",694.542,40.3,,"VUUL01",59451,0,"2020-10-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/109/155/GCA_015109155.1_KHA5.scf",
"Amphiprion ocellaris","Eukaryota;Animals;Fishes","DU_AmpOce","SAMN07982614","PRJNA421964","GCA_002776465.1","Scaffold",880.721,39.5001,"mitochondrion MT:NC_009065.1/","NXFZ01",6405,48463,"2017-11-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/776/465/GCA_002776465.1_AmpOce1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/465/GCF_002776465.1_AmpOce1.0"
"Procyon lotor","Eukaryota;Animals;Mammals","","SAMN08536241","PRJNA600180","GCA_015708975.1","Scaffold",2251.28,39.4,"mitochondrion MT:CM027276.1","JAABKC01",49251,0,"2020-12-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/708/975/GCA_015708975.1_Plotor_platanus500",
"Bombina variegata variegata","Eukaryota;Animals;Amphibians","","SAMEA6126447","PRJEB35099","GCA_905336975.1","Scaffold",4679.11,37.4,,"CAJPDP01",4065339,0,"2021-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/336/975/GCA_905336975.1_Bvv_clc_v1",
"Mauremys mutica","Eukaryota;Animals;Reptiles","MM-2020","SAMN19136605","PRJNA776271","GCA_020497125.1"," Chromosome",2484.37,45.3527,"chromosome 1:NC_059072.1/CM035633.1; chromosome 2:NC_059073.1/CM035634.1; chromosome 3:NC_059074.1/CM035635.1; chromosome 4:NC_059075.1/CM035636.1; chromosome 5:NC_059076.1/CM035637.1; chromosome 6:NC_059077.1/CM035638.1; chromosome 7:NC_059078.1/CM035639.1; chromosome 8:NC_059079.1/CM035640.1; chromosome 9:NC_059080.1/CM035641.1; chromosome 10:NC_059081.1/CM035642.1; chromosome 11:NC_059082.1/CM035643.1; chromosome 12:NC_059083.1/CM035644.1; chromosome 13:NC_059084.1/CM035645.1; chromosome 14:NC_059085.1/CM035646.1; chromosome 15:NC_059086.1/CM035647.1; chromosome 16:NC_059087.1/CM035648.1; chromosome 17:NC_059088.1/CM035649.1; chromosome 18:NC_059089.1/CM035650.1; chromosome 19:NC_059090.1/CM035651.1; chromosome 20:NC_059091.1/CM035652.1; chromosome 21:NC_059092.1/CM035653.1; chromosome 22:NC_059093.1/CM035654.1; chromosome 23:NC_059094.1/CM035655.1; chromosome 24:NC_059095.1/CM035656.1; chromosome 25:NC_059096.1/CM035657.1; chromosome 26:NC_059097.1/CM035658.1; mitochondrion MT:NC_009330.1/","JAHDVG01",595,54920,"2021-10-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/497/125/GCA_020497125.1_ASM2049712v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/497/125/GCF_020497125.1_ASM2049712v1"
"Nasturtium officinale","Eukaryota;Plants;Land Plants","","SAMEA4640853","PRJEB26555","GCA_900406445.1","Scaffold",216.122,35.1,,"OVAZ01",10793,0,"2019-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/406/445/GCA_900406445.1_ASM90040644v1",
"Ammotragus lervia","Eukaryota;Animals;Mammals","NAZ","SAMN06233879","","GCA_002201775.1","Scaffold",2650.84,40.3,,"NIVO01",77320,0,"2017-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/775/GCA_002201775.1_ALER1.0",
"Sardina pilchardus","Eukaryota;Animals;Fishes","SPI-2018","SAMN09664902","PRJNA481265","GCA_003604335.1","Scaffold",641.492,44.4,,"QPKT01",45321,0,"2018-10-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/604/335/GCA_003604335.1_UP_Spi",
"Calotes versicolor","Eukaryota;Animals;Reptiles","BHU-M1","SAMN07676179","PRJNA408142","GCA_020711275.1","Scaffold",1334.03,42.3,,"JAIOUR01",1818006,0,"2021-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/711/275/GCA_020711275.1_ASM2071127v1",
"Gulo gulo","Eukaryota;Animals;Mammals","","SAMEA3522159","PRJEB10674","GCA_900006375.2","Scaffold",2423.18,37.6,,"CYRY02",47417,19696,"2018-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/006/375/GCA_900006375.2_Gulo_2.2_annotated",
"Trichobilharzia regenti","Eukaryota;Animals;Flatworms","","SAMEA1876470","PRJEB4662","GCA_900618515.1","Scaffold",701.762,33.3,,"UZAO01",188369,0,"2018-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/618/515/GCA_900618515.1_T_regenti_v1_0_4_001_upd",
"Reinhardtius hippoglossoides","Eukaryota;Animals;Fishes","HD-2018-mb","SAMN11811143","PRJNA499109","GCA_006182925.3"," Chromosome",598.525,42.6584,"chromosome 1:CM031670.1; chromosome 2:CM031671.1; chromosome 3:CM031672.1; chromosome 4:CM031673.1; chromosome 5:CM031674.1; chromosome 6:CM031675.1; chromosome 7:CM031676.1; chromosome 8:CM031677.1; chromosome 9:CM031678.1; chromosome 10:CM031679.1; chromosome 11:CM031680.1; chromosome 12:CM031681.1; chromosome 13:CM031682.1; chromosome 14:CM031683.1; chromosome 15:CM031684.1; chromosome 16:CM031685.1; chromosome 17:CM031686.1; chromosome 18:CM031687.1; chromosome 19:CM031688.1; chromosome 20:CM031689.1; chromosome 21:CM031690.1; chromosome 22:CM031691.1; chromosome 23:CM031692.1; chromosome 24:CM031693.1","VCHM03",1590,0,"2019-06-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/182/925/GCA_006182925.3_UL_REHI_2.0",
"Hippoglossus stenolepis","Eukaryota;Animals;Fishes","PH-IPHC-18","SAMN14503176","PRJNA642014","GCA_013339905.1"," Chromosome",594.145,42.2435,"chromosome 1:NC_048927.1/CM023496.1; chromosome 2:NC_048928.1/CM023497.1; chromosome 3:NC_048929.1/CM023498.1; chromosome 4:NC_048930.1/CM023499.1; chromosome 5:NC_048931.1/CM023500.1; chromosome 6:NC_048932.1/CM023501.1; chromosome 7:NC_048933.1/CM023502.1; chromosome 8:NC_048934.1/CM023503.1; chromosome 9:NC_048935.1/CM023504.1; chromosome 10:NC_048936.1/CM023505.1; chromosome 11:NC_048937.1/CM023506.1; chromosome 12:NC_048938.1/CM023507.1; chromosome 13:NC_048939.1/CM023508.1; chromosome 14:NC_048940.1/CM023509.1; chromosome 15:NC_048941.1/CM023510.1; chromosome 16:NC_048942.1/CM023511.1; chromosome 17:NC_048943.1/CM023512.1; chromosome 18:NC_048944.1/CM023513.1; chromosome 19:NC_048945.1/CM023514.1; chromosome 20:NC_048946.1/CM023515.1; chromosome 21:NC_048947.1/CM023516.1; chromosome 22:NC_048948.1/CM023517.1; chromosome 23:NC_048949.1/CM023518.1; chromosome 24:NC_048950.1/CM023519.1; mitochondrion MT:NC_009710.1/","JABBIT01",120,43966,"2020-06-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/339/905/GCA_013339905.1_IPHC_HiSten_1.0","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/339/905/GCF_013339905.1_IPHC_HiSten_1.0"
"Phallusia mammillata","Eukaryota;Animals;Other Animals","Sete-AP-2010","SAMN09403959","PRJNA473908","GCA_003260075.1","Scaffold",233.92,36.1,,"QLIY01",11003,0,"2018-06-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/260/075/GCA_003260075.1_Phmamm_MTP2014",
