#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Spirodela intermedia","Eukaryota;Plants;Land Plants","","SAMEA6368932","PRJEB35634","GCA_902729315.2"," Chromosome",136.68,42.005,"chromosome 1:LR746264.1; chromosome 2:LR746265.1; chromosome 3:LR746266.1; chromosome 4:LR746267.1; chromosome 5:LR746268.1; chromosome 6:LR746269.1; chromosome 7:LR746270.1; chromosome 8:LR746271.1; chromosome 9:LR746272.1; chromosome 10:LR746273.1; chromosome 11:LR746274.1; chromosome 12:LR746275.1; chromosome 13:LR746276.1; chromosome 14:LR746277.1; chromosome 15:LR746278.1; chromosome 16:LR746279.1; chromosome 17:LR746280.1; chromosome 18:LR746281.1","CACVBZ02",70,21894,"2020-10-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/729/315/GCA_902729315.2_Spirodela_intermedia_8410_2",
"Apocynum venetum","Eukaryota;Plants;Land Plants","","SAMN09447602","PRJNA476646","GCA_019593545.1","Contig",271.208,32.4,,"SRSM01",875,0,"2021-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/593/545/GCA_019593545.1_ASM1959354v1",
"Lithospermum erythrorhizon","Eukaryota;Plants;Land Plants","","SAMN13649475","PRJNA596998","GCA_019722365.1","Contig",366.684,35.2,,"JADFUC01",2451,32360,"2021-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/722/365/GCA_019722365.1_PUR_Leryth_1.0",
"Selenicereus undatus","Eukaryota;Plants;Land Plants","Yin-2019","SAMN16213845","PRJNA664414","GCA_017589665.1","Scaffold",1326.73,32.8,,"JACYFF01",31970,0,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/665/GCA_017589665.1_ASM1758966v1",
"Nephelium lappaceum","Eukaryota;Plants;Land Plants","","SAMN21855570","PRJNA766632","GCA_021234005.1"," Chromosome",409.258,32.8444,"chromosome 1:CM037996.1; chromosome 2:CM037997.1; chromosome 3:CM037998.1; chromosome 4:CM037999.1; chromosome 5:CM038000.1; chromosome 6:CM038001.1; chromosome 7:CM038002.1; chromosome 8:CM038003.1; chromosome 9:CM038004.1; chromosome 10:CM038005.1; chromosome 11:CM038006.1; chromosome 12:CM038007.1; chromosome 13:CM038008.1; chromosome 14:CM038009.1; chromosome 15:CM038010.1; chromosome 16:CM038011.1","JAIZFV01",581,0,"2021-12-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/234/005/GCA_021234005.1_ASM2123400v1",
"Metroxylon sagu","Eukaryota;Plants;Land Plants","","SAMN15953627","PRJNA660601","GCA_017589505.1","Scaffold",576.411,37.5,,"JACVBY01",726777,0,"2021-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/505/GCA_017589505.1_ASM1758950v1",
"Hemerocallis citrina","Eukaryota;Plants;Land Plants","","SAMN15580229","PRJNA647253","GCA_017893485.1"," Chromosome",3775.58,39.872,"chromosome 1:CM030358.1; chromosome 2:CM030359.1; chromosome 3:CM030360.1; chromosome 4:CM030361.1; chromosome 5:CM030362.1; chromosome 6:CM030363.1; chromosome 7:CM030364.1; chromosome 8:CM030365.1; chromosome 9:CM030366.1; chromosome 10:CM030367.1; chromosome 11:CM030368.1","JACEHZ01",734,0,"2021-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/893/485/GCA_017893485.1_ASM1789348v1",
"Prunus fruticosa","Eukaryota;Plants;Land Plants","JH20200508","SAMN19005823","PRJNA727075","GCA_018703695.1"," Chromosome",375.294,37.918,"chromosome 1:CM031917.1; chromosome 2:CM031918.1; chromosome 3:CM031919.1; chromosome 4:CM031920.1; chromosome 5:CM031921.1; chromosome 6:CM031922.1; chromosome 7:CM031923.1; chromosome 8:CM031924.1","JAHHUK01",57,0,"2021-06-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/703/695/GCA_018703695.1_JKI_Pf_1.0",
"Castanea crenata","Eukaryota;Plants;Land Plants","Korean National Monument (no. 498)","SAMN17521639","PRJNA694372","GCA_020976635.1","Scaffold",764.978,35.2,,"JAGHPS01",1567,0,"2021-11-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/976/635/GCA_020976635.1_NIFoS_Ccrenata_1.0",
"Petunia secreta","Eukaryota;Plants;Land Plants","01A","SAMN16635160","PRJNA674325","GCA_018292955.1","Scaffold",914.224,37.4,,"JAFBXY01",77787,0,"2021-05-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/292/955/GCA_018292955.1_ASM1829295v1",
"Flaveria bidentis","Eukaryota;Plants;Land Plants","","SAMD00141467","PRJDB7502","GCA_018326385.1","Scaffold",1020.23,36.2,,"BJCM01",276228,0,"2021-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/326/385/GCA_018326385.1_Fbid_1.0",
"Flaveria brownii","Eukaryota;Plants;Land Plants","","SAMD00141468","PRJDB7502","GCA_018326445.1","Scaffold",924.089,35.7,,"BJCN01",350981,0,"2021-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/326/445/GCA_018326445.1_Fbro_1.0",
"Flaveria robusta","Eukaryota;Plants;Land Plants","","SAMD00141470","PRJDB7502","GCA_018326485.1","Scaffold",518.93,32.6,,"BJCP01",89531,0,"2021-04-12T23:45:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/326/485/GCA_018326485.1_Frob_1.0",
"Flaveria floridana","Eukaryota;Plants;Land Plants","","SAMD00141469","PRJDB7502","GCA_018326465.1","Scaffold",1591.33,37,,"BJCO01",837892,0,"2021-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/326/465/GCA_018326465.1_Fflo_1.0",
"Solanum appendiculatum","Eukaryota;Plants;Land Plants","accession 670","SAMN17974349","PRJNA561636","GCA_018342035.1","Scaffold",751.918,35.8,,"JAGDQO01",3636,0,"2021-05-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/342/035/GCA_018342035.1_IUB_Sapp_1.0",
"Arachis cardenasii","Eukaryota;Plants;Land Plants","","SAMN16584835","PRJNA673010","GCA_018493915.1"," Chromosome",1238.08,37.254,"chromosome A01:CM031741.1; chromosome A02:CM031742.1; chromosome A03:CM031743.1; chromosome A04:CM031744.1; chromosome A05:CM031745.1; chromosome A06:CM031746.1; chromosome A07:CM031747.1; chromosome A08:CM031748.1; chromosome A09:CM031749.1; chromosome A10:CM031750.1","JADQCP01",750,0,"2021-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/493/915/GCA_018493915.1_araca.K10017.gnm1.DQ4M",
"Anethum foeniculum","Eukaryota;Plants;Land Plants","","SAMN07983892","PRJNA419638","GCA_003724115.2","Scaffold",1011.39,32.2,,"PHNY01",300977,0,"2018-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/724/115/GCA_003724115.2_FoenVul1.1",
"Jacaranda mimosifolia","Eukaryota;Plants;Land Plants","chengdu1","SAMN16807716","PRJNA678551","GCA_018894105.1"," Chromosome",707.412,33.8694,"chromosome 1:CM032117.1; chromosome 2:CM032118.1; chromosome 3:CM032119.1; chromosome 4:CM032120.1; chromosome 5:CM032121.1; chromosome 6:CM032122.1; chromosome 7:CM032123.1; chromosome 8:CM032124.1; chromosome 9:CM032125.1; chromosome 10:CM032126.1; chromosome 11:CM032127.1; chromosome 12:CM032128.1; chromosome 13:CM032129.1; chromosome 14:CM032130.1; chromosome 15:CM032131.1; chromosome 16:CM032132.1; chromosome 17:CM032133.1; chromosome 18:CM032134.1","JADPMQ01",75,0,"2021-06-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/894/105/GCA_018894105.1_Jmimo_V1",
"Telopea speciosissima","Eukaryota;Plants;Land Plants","NSW1024214","SAMN18238110","PRJNA765358","GCA_018873765.1"," Chromosome",823.061,40.1204,"chromosome 1:NC_057916.1/CM032105.1; chromosome 2:NC_057917.1/CM032106.1; chromosome 3:NC_057918.1/CM032107.1; chromosome 4:NC_057919.1/CM032108.1; chromosome 5:NC_057920.1/CM032109.1; chromosome 6:NC_057921.1/CM032110.1; chromosome 7:NC_057922.1/CM032111.1; chromosome 8:NC_057923.1/CM032112.1; chromosome 9:NC_057924.1/CM032113.1; chromosome 10:NC_057925.1/CM032114.1; chromosome 11:NC_057926.1/CM032115.1","JAGEPE01",1289,39350,"2021-06-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/873/765/GCA_018873765.1_Tspe_v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/873/765/GCF_018873765.1_Tspe_v1"
"Bruguiera sexangula","Eukaryota;Plants;Land Plants","BS-1","SAMN19471823","PRJNA734123","GCA_020141445.1","Scaffold",260.519,33.9,,"JAHLGP01",20644,0,"2021-09-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/445/GCA_020141445.1_ASM2014144v1",
"Silene uniflora","Eukaryota;Plants;Land Plants","SUTF1P","SAMN17771639","PRJNA699303","GCA_018983105.1","Scaffold",769.231,36.5,,"JAGPOY01",269914,0,"2021-06-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/983/105/GCA_018983105.1_ASM1898310v1",
"Acacia acuminata","Eukaryota;Plants;Land Plants","CANB 635365.2","SAMN17254106","PRJNA510265","GCA_019022655.1","Contig",880.087,35.3,"chloroplast Pltd:CM032337.1","JAFJYI01",633,0,"2021-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/655/GCA_019022655.1_ASM1902265v1",
"Acacia melanoxylon","Eukaryota;Plants;Land Plants","CANB 792679.2","SAMN17254105","PRJNA510265","GCA_019022615.1","Contig",749.108,35.4,"chloroplast Pltd:CM032338.1","JAFJYJ01",188,0,"2021-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/615/GCA_019022615.1_ASM1902261v1",
"Pueraria montana var. thomsonii","Eukaryota;Plants;Land Plants","ZG-11","SAMN18818537","PRJNA723378","GCA_019096045.1","Scaffold",1386.38,32.7,,"JAGTWZ01",281,0,"2021-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/096/045/GCA_019096045.1_GAAS_Ptho_1.0",
"Chlorella desiccata (nom. nud.)","Eukaryota;Plants;Green Algae","UTEX 2526","SAMN18751845","PRJNA722310","GCA_019044685.2","Contig",21.5505,45,,"JAGTXX02",18,9552,"2021-06-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/044/685/GCA_019044685.2_LANL_Cdes_v1.1",
"Psidium friedrichsthalianum","Eukaryota;Plants;Land Plants","","SAMN18880379","PRJNA725514","GCA_019149425.1","Contig",417.644,40,,"JAGVVM01",24440,0,"2021-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/149/425/GCA_019149425.1_CENIBiot_Cas_1.0",
"Azolla caroliniana","Eukaryota;Plants;Land Plants","IRRI 3004","SAMN08375393","PRJEB45214","GCA_910574225.1","Scaffold",4.70163,38.6,,"CAJTBM01",358,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/225/GCA_910574225.1_Azspnov2_double-filtered",
"Azolla mexicana","Eukaryota;Plants;Land Plants","IRRI 2001","SAMN08375390","PRJEB45214","GCA_910574105.1","Scaffold",4.86937,38.7,,"CAJTAI01",341,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/105/GCA_910574105.1_Azmex_double-filtered",
"Azolla filiculoides","Eukaryota;Plants;Land Plants","","SAMEA104284504","PRJEB45214","GCA_910574055.2","Scaffold",4.79473,38.5,,"CAJTBH02",353,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/055/GCA_910574055.2_Azfil_double-filtered_wild-strain",
"Azolla rubra","Eukaryota;Plants;Land Plants","IRRI 6502","SAMN08375388","PRJEB45214","GCA_910574125.1","Scaffold",4.70044,38.5,,"CAJSZE01",368,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/125/GCA_910574125.1_Azrub_double-filtered",
"Azolla microphylla","Eukaryota;Plants;Land Plants","IRRI 4021","SAMN08375389","PRJEB45214","GCA_910574305.1","Scaffold",4.84508,38.7,,"CAJTAD01",336,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/305/GCA_910574305.1_Azmic_double-filtered",
"Azolla nilotica","Eukaryota;Plants;Land Plants","IRRI 5001","SAMN08375391","PRJEB45214","GCA_910574485.1","Scaffold",4.77231,38.4,,"CAJSYP01",264,0,"2021-07-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/574/485/GCA_910574485.1_Aznil_double-filtered",
"Arabidopsis thaliana x Arabidopsis arenosa","Eukaryota;Plants;Land Plants","Allo738","SAMN16534086","PRJNA669593","GCA_019202795.1"," Chromosome",268.996,35.9699,"chromosome 1:CM032913.1; chromosome 2:CM032914.1; chromosome 3:CM032915.1; chromosome 4:CM032916.1; chromosome 5:CM032917.1; chromosome 6:CM032918.1; chromosome 7:CM032919.1; chromosome 8:CM032920.1; chromosome 9:CM032921.1; chromosome 10:CM032922.1; chromosome 11:CM032923.1; chromosome 12:CM032924.1; chromosome 13:CM032925.1","JAEFBK01",218,62482,"2021-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/202/795/GCA_019202795.1_ASM1920279v1",
"Zizania palustris","Eukaryota;Plants;Land Plants","","SAMN13825534","PRJNA600525","GCA_019279435.1","Scaffold",1288.77,45.2,,"JAAALK01",2142,58757,"2021-07-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/279/435/GCA_019279435.1_ASM1927943v1",
"Populus x sibirica","Eukaryota;Plants;Land Plants","M29","SAMN15454199","PRJNA644206","GCA_019202695.1","Contig",818.86,34,,"JAGMVL01",2414,0,"2021-07-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/202/695/GCA_019202695.1_EIMB_PSib_M29_1.0",
"Buddleja alternifolia","Eukaryota;Plants;Land Plants","LA-IB0","SAMN13022353","PRJNA577174","GCA_019426215.1"," Chromosome",853.755,36.1038,"chromosome 1:CM033390.1; chromosome 2:CM033391.1; chromosome 3:CM033392.1; chromosome 4:CM033393.1; chromosome 5:CM033394.1; chromosome 6:CM033395.1; chromosome 7:CM033396.1; chromosome 8:CM033397.1; chromosome 9:CM033398.1; chromosome 10:CM033399.1; chromosome 11:CM033400.1; chromosome 12:CM033401.1; chromosome 13:CM033402.1; chromosome 14:CM033403.1; chromosome 15:CM033404.1; chromosome 16:CM033405.1; chromosome 17:CM033406.1; chromosome 18:CM033407.1; chromosome 19:CM033408.1; mitochondrion MT:CM033409.1; chloroplast Pltd:CM033410.1","WHWC01",439,29434,"2021-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/426/215/GCA_019426215.1_BAv1.1",
"Volvox reticuliferus","Eukaryota;Plants;Green Algae","NIES-3785","SAMD00239600","PRJDB10402","GCA_019650235.1","Contig",133.065,53.9,,"BNCP01",200,22374,"2021-03-02T21:34:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/650/235/GCA_019650235.1_Vretifemale_1.0",
"Rhododendron kiyosumense","Eukaryota;Plants;Land Plants","KMT1","SAMD00325932","PRJDB11740","GCA_019656275.1","Scaffold",601.92,34.9,,"BPLS01",32308,0,"2021-06-21T21:43:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/656/275/GCA_019656275.1_RKI_r1.0",
"Rhododendron mucronatum var. ripense","Eukaryota;Plants;Land Plants","Hi-Oni1","SAMD00326690","PRJDB11740","GCA_019656295.1","Contig",506.709,39,,"BPLT01",319,0,"2021-06-21T21:14:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/656/295/GCA_019656295.1_RRI_r1.1",
"Asterochloris erici","Eukaryota;Plants;Green Algae","UTEX911","SAMN10845627","PRJNA517804","GCA_019693375.1","Scaffold",55.5868,58.5,,"JAAMXJ01",1029,0,"2021-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/693/375/GCA_019693375.1_ASM1969337v1",
"Axilococcus clingmanii","Eukaryota;Plants;Green Algae","UTEX2525","SAMN10845569","PRJNA517804","GCA_019693495.1","Scaffold",13.1499,46.4,,"JAAMXV01",696,0,"2021-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/693/495/GCA_019693495.1_ASM1969349v1",
"Hibiscus mutabilis","Eukaryota;Plants;Land Plants","CDBG198303281","SAMN18499069","PRJNA717149","GCA_019671005.1"," Chromosome",2675.93,35.3532,"chromosome 1:CM033711.1; chromosome 2:CM033712.1; chromosome 3:CM033713.1; chromosome 4:CM033714.1; chromosome 5:CM033715.1; chromosome 6:CM033716.1; chromosome 7:CM033717.1; chromosome 8:CM033718.1; chromosome 9:CM033719.1; chromosome 10:CM033720.1; chromosome 11:CM033721.1; chromosome 12:CM033722.1; chromosome 13:CM033723.1; chromosome 14:CM033724.1; chromosome 15:CM033725.1; chromosome 16:CM033726.1; chromosome 17:CM033727.1; chromosome 18:CM033728.1; chromosome 19:CM033729.1; chromosome 20:CM033730.1; chromosome 21:CM033731.1; chromosome 22:CM033732.1; chromosome 23:CM033733.1; chromosome 24:CM033734.1; chromosome 25:CM033735.1; chromosome 26:CM033736.1; chromosome 27:CM033737.1; chromosome 28:CM033738.1; chromosome 29:CM033739.1; chromosome 30:CM033740.1; chromosome 31:CM033741.1; chromosome 32:CM033742.1; chromosome 33:CM033743.1; chromosome 34:CM033744.1; chromosome 35:CM033745.1; chromosome 36:CM033746.1; chromosome 37:CM033747.1; chromosome 38:CM033748.1; chromosome 39:CM033749.1; chromosome 40:CM033750.1; chromosome 41:CM033751.1; chromosome 42:CM033752.1; chromosome 43:CM033753.1; chromosome 44:CM033754.1; chromosome 45:CM033755.1; chromosome 46:CM033756.1","JAGYYJ01",3248,0,"2021-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/671/005/GCA_019671005.1_ASM1967100v1",
"Rhododendron ovatum","Eukaryota;Plants;Land Plants","QSH","SAMN16539242","PRJNA671625","GCA_019656835.1"," Chromosome",549.69,38.8429,"chromosome 1:CM033790.1; chromosome 2:CM033791.1; chromosome 3:CM033792.1; chromosome 4:CM033793.1; chromosome 5:CM033794.1; chromosome 6:CM033795.1; chromosome 7:CM033796.1; chromosome 8:CM033797.1; chromosome 9:CM033798.1; chromosome 10:CM033799.1; chromosome 11:CM033800.1; chromosome 12:CM033801.1; chromosome 13:CM033802.1","JADHZH01",183,0,"2021-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/656/835/GCA_019656835.1_ZJU_Rovatum_v1",
"Prasinocladus sp. malaysianus","Eukaryota;Plants;Green Algae","UTEX2601","SAMN10845618","PRJNA517804","GCA_019702555.1","Scaffold",88.2565,45.7,,"JAAMXL01",178604,0,"2021-08-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/702/555/GCA_019702555.1_ASM1970255v1",
"Passiflora organensis","Eukaryota;Plants;Land Plants","Porg-sp-001","SAMN17228575","PRJNA690087","GCA_019739055.1","Scaffold",259.302,38.3,,"JAEPBF01",360,0,"2021-08-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/739/055/GCA_019739055.1_v1",
"Amaranthus palmeri","Eukaryota;Plants;Land Plants","","SAMN14089266","PRJNA606296","GCA_019776075.1","Contig",388.293,33.4,,"JAAKBH01",1664,0,"2021-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/075/GCA_019776075.1_ASM1977607v1",
"Sarracenia alata","Eukaryota;Plants;Land Plants","GW-2017","SAMN13972373","PRJNA604471","GCA_019775975.1","Contig",3161.64,38.9,,"JAANSL01",122084,0,"2021-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/775/975/GCA_019775975.1_OSU_SAla_1.0",
"Brassica rapa x Raphanus sativus","Eukaryota;Plants;Land Plants","BB1-2014","SAMN06013847","PRJNA353741","GCA_019776045.1","Scaffold",692.832,43.8,,"WHPY01",20299,0,"2021-08-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/045/GCA_019776045.1_xB_Genome.1.0",
"Bruguiera parviflora","Eukaryota;Plants;Land Plants","BP_RN","SAMN17736011","PRJNA698764","GCA_019804595.1"," Chromosome",210.391,35.8029,"chromosome 1:CM034044.1; chromosome 2:CM034045.1; chromosome 3:CM034046.1; chromosome 4:CM034047.1; chromosome 5:CM034048.1; chromosome 6:CM034049.1; chromosome 7:CM034050.1; chromosome 8:CM034051.1; chromosome 9:CM034052.1; chromosome 10:CM034053.1; chromosome 11:CM034054.1; chromosome 12:CM034055.1; chromosome 13:CM034056.1; chromosome 14:CM034057.1; chromosome 15:CM034058.1; chromosome 16:CM034059.1; chromosome 17:CM034060.1; chromosome 18:CM034061.1","JAFFZT01",10404,0,"2021-08-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/804/595/GCA_019804595.1_ASM1980459v1",
"Vitellaria paradoxa","Eukaryota;Plants;Land Plants","KA01","SAMN19116135","PRJNA729422","GCA_019916065.1"," Chromosome",667.213,32.9365,"chromosome 1:CM034233.1; chromosome 2:CM034234.1; chromosome 3:CM034235.1; chromosome 4:CM034236.1; chromosome 5:CM034237.1; chromosome 6:CM034238.1; chromosome 7:CM034239.1; chromosome 8:CM034240.1; chromosome 9:CM034241.1; chromosome 10:CM034242.1; chromosome 11:CM034243.1; chromosome 12:CM034244.1","JAINTL01",109,0,"2021-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/916/065/GCA_019916065.1_ASM1991606v1",
"Acanthochlamys bracteata","Eukaryota;Plants;Land Plants","21027","SAMN18024572","PRJNA703828","GCA_019914995.1"," Chromosome",197.966,35.0607,"chromosome 1:CM034126.1; chromosome 2:CM034127.1; chromosome 3:CM034128.1; chromosome 4:CM034129.1; chromosome 5:CM034130.1; chromosome 6:CM034131.1; chromosome 7:CM034132.1; chromosome 8:CM034133.1; chromosome 9:CM034134.1; chromosome 10:CM034135.1; chromosome 11:CM034136.1; chromosome 12:CM034137.1; chromosome 13:CM034138.1; chromosome 14:CM034139.1; chromosome 15:CM034140.1; chromosome 16:CM034141.1; chromosome 17:CM034142.1; chromosome 18:CM034143.1; chromosome 19:CM034144.1; chromosome 20:CM034145.1","JAFKAK01",821,0,"2021-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/995/GCA_019914995.1_ASM1991499v1",
"Eucalyptus rudis","Eukaryota;Plants;Land Plants","KAUST-2020b","SAMN16673399","PRJNA674723","GCA_019915205.1","Contig",962.363,39.5,,"JAHMTN01",769,0,"2021-09-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/205/GCA_019915205.1_ASM1991520v1",
"Melaleuca alternifolia","Eukaryota;Plants;Land Plants","SCU01","SAMN17927736","PRJNA702189","GCA_019926035.1","Scaffold",362.036,40.3,,"JAGKPW01",3128,0,"2021-09-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/926/035/GCA_019926035.1_SCU_Malt_1",
"Artocarpus heterophyllus","Eukaryota;Plants;Land Plants","BSMRAU-Jackfruit-1","SAMN19471525","PRJNA686208","GCA_020010975.1","Scaffold",843.003,34,,"JAIQDR01",218466,0,"2021-09-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/010/975/GCA_020010975.1_BSMRAU-JF-1",
"Dunaliella primolecta","Eukaryota;Plants;Green Algae","","SAMEA8100039","PRJEB47344","GCA_914767535.1"," Chromosome",210.95,48.8671,"chromosome 1:OU611751.1; chromosome 2:OU611752.1; chromosome 3:OU611753.1; chromosome 4:OU611754.1; chromosome 5:OU611755.1; chromosome 6:OU611756.1; chromosome 7:OU611757.1; chromosome 8:OU611758.1; chromosome 9:OU611759.1; chromosome 10:OU611760.1; chromosome 11:OU611761.1; chromosome 12:OU611762.1; chromosome 13:OU611763.1; chromosome 14:OU611764.1; chromosome 15:OU611765.1; chromosome 16:OU611766.1","CAJZBB01",25,0,"2021-09-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/767/535/GCA_914767535.1_ucDunPrim2.1",
"Arctostaphylos glauca","Eukaryota;Plants;Land Plants","GLNDR_RDG_Rd-6","SAMN19489519","PRJNA735273","GCA_019985065.2","Scaffold",547.666,38.1,,"JAHSPW02",272,0,"2021-09-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/985/065/GCA_019985065.2_ddArcGlau1.1p",
"Malus sylvestris","Eukaryota;Plants;Land Plants","","SAMEA9197672","PRJEB47504","GCA_916048215.2"," Chromosome",640.97,38.0611,"chromosome 1:OU696503.1; chromosome 2:OU696504.1; chromosome 3:OU696505.1; chromosome 4:OU696506.1; chromosome 5:OU696507.1; chromosome 6:OU696508.1; chromosome 7:OU696509.1; chromosome 8:OU696510.1; chromosome 9:OU696511.1; chromosome 10:OU696512.1; chromosome 11:OU696513.1; chromosome 12:OU696514.1; chromosome 13:OU696515.1; chromosome 14:OU696516.1; chromosome 15:OU696517.1; chromosome 16:OU696518.1; chromosome 17:OU696519.1","CAJZHM02",32,0,"2021-09-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/215/GCA_916048215.2_drMalSylv7.2",
