TaxID,Superkingdom,Phylum,Family,Genus,Species,Strain,BioProject,BioSample,Genome.id,Assembly,Mitochondrion.id,Scaffolds,Genome.size,Genome.GC,Genome.CDS,Mitochondrion.size,Mitochondrion.GC,Mitochondrion.CDS,size.ratio,GenBank.FTP
9544,Eukaryota,Chordata,Cercopithecidae,Macaca,Macaca mulatta,AG07107,PRJNA528504,SAMN09435472,chromosome 1:NC_041754.1/CM014336.1; chromosome 2:NC_041755.1/CM014337.1; chromosome 3:NC_041756.1/CM014338.1; chromosome 4:NC_041757.1/CM014339.1; chromosome 5:NC_041758.1/CM014340.1; chromosome 6:NC_041759.1/CM014341.1; chromosome 7:NC_041760.1/CM014342.1; chromosome 8:NC_041761.1/CM014343.1; chromosome 9:NC_041762.1/CM014344.1; chromosome 10:NC_041763.1/CM014345.1; chromosome 11:NC_041764.1/CM014346.1; chromosome 12:NC_041765.1/CM014347.1; chromosome 13:NC_041766.1/CM014348.1; chromosome 14:NC_041767.1/CM014349.1; chromosome 15:NC_041768.1/CM014350.1; chromosome 16:NC_041769.1/CM014351.1; chromosome 17:NC_041770.1/CM014352.1; chromosome 18:NC_041771.1/CM014353.1; chromosome 19:NC_041772.1/CM014354.1; chromosome 20:NC_041773.1/CM014355.1; chromosome X:NC_041774.1/CM014356.1; chromosome Y:NC_027914.1/CM003438.1; mitochondrion MT:NC_005943.1/,GCA_003339765.3,MT:NC_005943.1/,2979,2971.33,41.1015,67977,0.016564,43.2263,13,179384.8104,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/339/765/GCA_003339765.3_Mmul_10
151771,Eukaryota,Cnidaria,Nephtheidae,Dendronephthya,Dendronephthya gigantea,DGI-Jeju-01,PRJNA529494,SAMN10516674,mitochondrion MT:NC_013573.1/,GCA_004324835.1,MT:NC_013573.1/,1321,286.151,36.8,28741,0.018842,37.2094,14,15186.86976,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/324/835/GCA_004324835.1_DenGig_1.0
64176,Eukaryota,Chordata,Lacertidae,Podarcis,Podarcis muralis,,PRJNA529705,SAMN10820182,chromosome 1:NC_041312.1/CM014743.1; chromosome 2:NC_041313.1/CM014744.1; chromosome 3:NC_041314.1/CM014745.1; chromosome 4:NC_041315.1/CM014746.1; chromosome 5:NC_041316.1/CM014747.1; chromosome 6:NC_041317.1/CM014748.1; chromosome 7:NC_041318.1/CM014749.1; chromosome 8:NC_041319.1/CM014750.1; chromosome 9:NC_041320.1/CM014751.1; chromosome 10:NC_041321.1/CM014752.1; chromosome 11:NC_041322.1/CM014753.1; chromosome 12:NC_041323.1/CM014754.1; chromosome 13:NC_041324.1/CM014755.1; chromosome 14:NC_041325.1/CM014756.1; chromosome 15:NC_041326.1/CM014757.1; chromosome 16:NC_041327.1/CM014758.1; chromosome 17:NC_041328.1/CM014759.1; chromosome 18:NC_041329.1/CM014760.1; chromosome Z:NC_041330.1/CM014761.1; mitochondrion MT:NC_011607.1/,GCA_004329235.1,MT:NC_011607.1/,2161,1511.02,44.2081,50554,0.017311,38.5477,13,87286.69632,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/235/GCA_004329235.1_PodMur_1.0
8167,Eukaryota,Chordata,Percidae,Perca,Perca flavescens,YP-PL-M2,PRJNA529871,SAMN10722690,chromosome 1:NC_041331.1/CM014935.1; chromosome 2:NC_041332.1/CM014936.1; chromosome 3:NC_041333.1/CM014937.1; chromosome 4:NC_041334.1/CM014938.1; chromosome 5:NC_041335.1/CM014939.1; chromosome 6:NC_041336.1/CM014940.1; chromosome 7:NC_041337.1/CM014941.1; chromosome 8:NC_041338.1/CM014942.1; chromosome 9:NC_041339.1/CM014943.1; chromosome 10:NC_041340.1/CM014944.1; chromosome 11:NC_041341.1/CM014945.1; chromosome 12:NC_041342.1/CM014946.1; chromosome 13:NC_041343.1/CM014947.1; chromosome 14:NC_041344.1/CM014948.1; chromosome 15:NC_041345.1/CM014949.1; chromosome 16:NC_041346.1/CM014950.1; chromosome 17:NC_041347.1/CM014951.1; chromosome 18:NC_041348.1/CM014952.1; chromosome 19:NC_041349.1/CM014953.1; chromosome 20:NC_041350.1/CM014954.1; chromosome 21:NC_041351.1/CM014955.1; chromosome 22:NC_041352.1/CM014956.1; chromosome 23:NC_041353.1/CM014957.1; chromosome 24:NC_041354.1/CM014958.1; mitochondrion MT:NC_019572.1/,GCA_004354835.1,MT:NC_019572.1/,268,877.456,40.8426,42939,0.016537,44.6212,13,53060.16811,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/354/835/GCA_004354835.1_PFLA_1.0
10041,Eukaryota,Chordata,Cricetidae,Peromyscus,Peromyscus leucopus,,PRJNA533285,SAMN03488028,chromosome 1:NC_051063.1/CM026041.1; chromosome 2:NC_051064.1/CM026042.1; chromosome 3:NC_051065.1/CM026043.1; chromosome 4:NC_051066.1/CM026044.1; chromosome 5:NC_051067.1/CM026045.1; chromosome 6:NC_051068.1/CM026046.1; chromosome 7:NC_051069.1/CM026047.1; chromosome 9:NC_051070.1/CM026048.1; chromosome 10:NC_051071.1/CM026049.1; chromosome 11:NC_051072.1/CM026050.1; chromosome 12:NC_051073.1/CM026051.1; chromosome 13:NC_051074.1/CM026052.1; chromosome 14:NC_051075.1/CM026053.1; chromosome 15:NC_051076.1/CM026054.1; chromosome 17:NC_051077.1/CM026055.1; chromosome 18:NC_051078.1/CM026056.1; chromosome 19:NC_051079.1/CM026057.1; chromosome 20:NC_051080.1/CM026058.1; chromosome 22:NC_051081.1/CM026059.1; chromosome 23:NC_051082.1/CM026060.1; chromosome X:NC_051083.1/CM026061.1; chromosome 16_21:NC_051084.1/CM026062.1; chromosome 8a:NC_051085.1/CM026063.1; chromosome 8b:NC_051086.1/CM026064.1; mitochondrion MT:NC_037180.1/,GCA_004664715.2,MT:NC_037180.1/,1857,2475.18,42.235,48177,0.016326,37.5413,13,151609.7023,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/664/715/GCA_004664715.2_UCI_PerLeu_2.1
9258,Eukaryota,Chordata,Ornithorhynchidae,Ornithorhynchus,Ornithorhynchus anatinus,Pmale09,PRJNA534073,SAMN08537700,chromosome 1:NC_041728.1/CM014200.1; chromosome 2:NC_041729.1/CM014201.1; chromosome 3:NC_041730.1/CM014202.1; chromosome 4:NC_041731.1/CM014203.1; chromosome 5:NC_041732.1/CM014204.1; chromosome 6:NC_041733.1/CM014205.1; chromosome 7:NC_041734.1/CM014206.1; chromosome 8:NC_041735.1/CM014207.1; chromosome 9:NC_041736.1/CM014208.1; chromosome 10:NC_041737.1/CM014209.1; chromosome 11:NC_041738.1/CM014210.1; chromosome 12:NC_041739.1/CM014211.1; chromosome 13:NC_041740.1/CM014212.1; chromosome 14:NC_041741.1/CM014213.1; chromosome 15:NC_041742.1/CM014214.1; chromosome 16:NC_041743.1/CM014215.1; chromosome 17:NC_041744.1/CM014216.1; chromosome 18:NC_041745.1/CM014217.1; chromosome 19:NC_041746.1/CM014218.1; chromosome 20:NC_041747.1/CM014219.1; chromosome 21:NC_041748.1/CM014220.1; chromosome X1:NC_041749.1/CM014221.1; chromosome X2:NC_041750.1/CM014222.1; chromosome X3:NC_041751.1/CM014223.1; chromosome X4:NC_041752.1/CM014224.1; chromosome X5:NC_041753.1/CM014225.1; chromosome Y1:NC_053175.1/CM022557.1; chromosome Y2:NC_053176.1/CM026824.1; chromosome Y3:NC_053177.1/CM026825.1; chromosome Y4:NC_053178.1/CM022558.1; chromosome Y5:NC_053179.1/CM026826.1; mitochondrion MT:NC_000891.1/CM016609.2,GCA_004115215.4,MT:NC_000891.1/CM016609.2,322,1859.28,46.1721,38747,0.017019,37.1291,13,109247.3118,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/215/GCA_004115215.4_mOrnAna1.pri.v4
7029,Eukaryota,Arthropoda,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,AL4f,PRJNA547584,SAMN10253041,chromosome X:NC_042493.1/CM016665.1; chromosome A1:NC_042494.1/CM016664.1; chromosome A2:NC_042495.1/CM016666.1; chromosome A3:NC_042496.1/CM016667.1; mitochondrion MT:NC_011594.1/,GCA_005508785.1,MT:NC_011594.1/,21920,541.138,31.2911,28509,0.016971,15.2672,13,31886.04089,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/508/785/GCA_005508785.1_pea_aphid_22Mar2018_4r6ur
8023,Eukaryota,Chordata,Salmonidae,Oncorhynchus,Oncorhynchus nerka,On170113-E2,PRJNA548514,SAMN11519041,linkage group LG1:NC_042535.1/CM016829.1; linkage group LG2:NC_042536.1/CM016840.1; linkage group LG3:NC_042537.1/CM016850.1; linkage group LG4:NC_042538.1/CM016851.1; linkage group LG5:NC_042539.1/CM016852.1; linkage group LG6:NC_042540.1/CM016853.1; linkage group LG7:NC_042541.1/CM016854.1; linkage group LG8:NC_042542.1/CM016855.1; linkage group LG9a:NC_042543.1/CM016856.1; linkage group LG10:NC_042544.1/CM016830.1; linkage group LG11:NC_042545.1/CM016831.1; linkage group LG12:NC_042546.1/CM016832.1; linkage group LG13:NC_042547.1/CM016833.1; linkage group LG14:NC_042548.1/CM016834.1; linkage group LG15:NC_042549.1/CM016835.1; linkage group LG16:NC_042550.1/CM016836.1; linkage group LG17:NC_042551.1/CM016837.1; linkage group LG18:NC_042552.1/CM016838.1; linkage group LG19:NC_042553.1/CM016839.1; linkage group LG20:NC_042554.1/CM016841.1; linkage group LG21:NC_042555.1/CM016842.1; linkage group LG22:NC_042556.1/CM016843.1; linkage group LG23:NC_042557.1/CM016844.1; linkage group LG24:NC_042558.1/CM016845.1; linkage group LG25:NC_042559.1/CM016846.1; linkage group LG26:NC_042560.1/CM016847.1; linkage group LG27:NC_042561.1/CM016848.1; linkage group LG28:NC_042562.1/CM016849.1; linkage group LG9b:NC_042563.1/CM016857.1; mitochondrion MT:NC_008615.1/,GCA_006149115.1,MT:NC_008615.1/,38027,1927.14,43.6311,69110,0.016658,46.194,13,115688.5581,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/149/115/GCA_006149115.1_Oner_1.0
2607531,Eukaryota,Mollusca,Octopodidae,Octopus,Octopus sinensis,Ov201803,PRJNA551489,SAMN11633729,linkage group LG1:NC_042997.1/CM016859.1; linkage group LG2:NC_042998.1/CM016860.1; linkage group LG3:NC_042999.1/CM016861.1; linkage group LG4:NC_043000.1/CM016862.1; linkage group LG5:NC_043001.1/CM016863.1; linkage group LG6:NC_043002.1/CM016864.1; linkage group LG7:NC_043003.1/CM016865.1; linkage group LG8:NC_043004.1/CM016866.1; linkage group LG9:NC_043005.1/CM016867.1; linkage group LG10:NC_043006.1/CM016868.1; linkage group LG11:NC_043007.1/CM016869.1; linkage group LG12:NC_043008.1/CM016870.1; linkage group LG13:NC_043009.1/CM016871.1; linkage group LG14:NC_043010.1/CM016872.1; linkage group LG15:NC_043011.1/CM016873.1; linkage group LG16:NC_043012.1/CM016874.1; linkage group LG17:NC_043013.1/CM016875.1; linkage group LG18:NC_043014.1/CM016876.1; linkage group LG19:NC_043015.1/CM016877.1; linkage group LG20:NC_043016.1/CM016878.1; linkage group LG21:NC_043017.1/CM016879.1; linkage group LG22:NC_043018.1/CM016880.1; linkage group LG23:NC_043019.1/CM016881.1; linkage group LG24:NC_043020.1/CM016882.1; linkage group LG25:NC_043021.1/CM016883.1; linkage group LG26:NC_043022.1/CM016884.1; linkage group LG27:NC_043023.1/CM016885.1; linkage group LG28:NC_043024.1/CM016886.1; linkage group LG29:NC_043025.1/CM016887.1; linkage group LG30:NC_043026.1/CM016888.1; mitochondrion MT:NC_006353.1/,GCA_006345805.1,MT:NC_006353.1/,13516,2719.15,36.3702,36112,0.015744,25.1334,13,172710.2388,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/805/GCA_006345805.1_ASM634580v1
7160,Eukaryota,Arthropoda,Culicidae,Aedes,Aedes albopictus,FPA,PRJNA552090,SAMN11317331,mitochondrion MT:NC_006817.1/,GCA_006496715.1,MT:NC_006817.1/,2197,2538.39,40.3999,40086,0.016665,20.462,13,152318.6319,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/496/715/GCA_006496715.1_Aalbo_primary.1
9135,Eukaryota,Chordata,Fringillidae,Serinus,Serinus canaria,sc_yellow_7_cibi,PRJNA558035,SAMN12017177,mitochondrion MT:NC_037521.1/CM017350.1,GCA_007115625.1,MT:NC_037521.1/CM017350.1,3536,1071.66,42.3,30353,0.016805,44.9093,13,63770.30646,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/115/625/GCA_007115625.1_cibio_Scana_2019
1825980,Eukaryota,Chordata,Testudinidae,Gopherus,Gopherus evgoodei,,PRJNA559383,SAMN03496275,chromosome 1:NC_044322.1/CM017296.1; chromosome 2:NC_044323.1/CM017297.1; chromosome 3:NC_044324.1/CM017298.1; chromosome 4:NC_044325.1/CM017299.1; chromosome 5:NC_044326.1/CM017300.1; chromosome 6:NC_044327.1/CM017301.1; chromosome 7:NC_044328.1/CM017302.1; chromosome 8:NC_044329.1/CM017303.1; chromosome 9:NC_044330.1/CM017304.1; chromosome 10:NC_044331.1/CM017305.1; chromosome 11:NC_044332.1/CM017306.1; chromosome 12:NC_044333.1/CM017307.1; chromosome 13:NC_044334.1/CM017308.1; chromosome 14:NC_044335.1/CM017309.1; chromosome 15:NC_044336.1/CM017310.1; chromosome 16:NC_044337.1/CM017311.1; chromosome 17:NC_044338.1/CM017312.1; chromosome 18:NC_044339.1/CM017313.1; chromosome 19:NC_044340.1/CM017314.1; chromosome 20:NC_044341.1/CM017315.1; chromosome 21:NC_044342.1/CM017316.1; chromosome 22:NC_044343.1/CM017317.1; chromosome 23:NC_044344.1/CM017318.1; chromosome 24:NC_044345.1/CM017319.1; mitochondrion MT:NC_044186.1/CM017320.1,GCA_007399415.1,MT:NC_044186.1/CM017320.1,383,2298.56,44.2098,50852,0.016845,38.7949,13,136453.547,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/399/415/GCA_007399415.1_rGopEvg1_v1.p
9731,Eukaryota,Chordata,Delphinidae,Globicephala,Globicephala melas,X-22926-18,PRJNA563901,SAMN11083132,mitochondrion MT:NC_019441.1/CM017011.1,GCA_006547405.1,MT:NC_019441.1/CM017011.1,6637,2333.87,41.3,54546,0.01639,38.8774,13,142395.9732,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/547/405/GCA_006547405.1_ASM654740v1
9595,Eukaryota,Chordata,Hominidae,Gorilla,Gorilla gorilla gorilla,Kamilah (stud number 0661),PRJNA564096,SAMN11078986,chromosome 1:NC_044602.1/CM017847.1; chromosome 2A:NC_044603.1/CM017848.1; chromosome 2B:NC_044604.1/CM017849.1; chromosome 3:NC_044605.1/CM017850.1; chromosome 4:NC_044606.1/CM017851.1; chromosome 5:NC_044607.1/CM017852.1; chromosome 6:NC_044608.1/CM017853.1; chromosome 7:NC_044609.1/CM017854.1; chromosome 8:NC_044610.1/CM017855.1; chromosome 9:NC_044611.1/CM017856.1; chromosome 10:NC_044612.1/CM017857.1; chromosome 11:NC_044613.1/CM017858.1; chromosome 12:NC_044614.1/CM017859.1; chromosome 13:NC_044615.1/CM017860.1; chromosome 14:NC_044616.1/CM017861.1; chromosome 15:NC_044617.1/CM017862.1; chromosome 16:NC_044618.1/CM017863.1; chromosome 17:NC_044619.1/CM017864.1; chromosome 18:NC_044620.1/CM017865.1; chromosome 19:NC_044621.1/CM017866.1; chromosome 20:NC_044622.1/CM017867.1; chromosome 21:NC_044623.1/CM017868.1; chromosome 22:NC_044624.1/CM017869.1; chromosome X:NC_044625.1/CM017870.1; mitochondrion MT:NC_011120.1/,GCA_008122165.1,MT:NC_011120.1/,5706,3044.87,40.7803,51654,0.016412,43.7972,13,185527.0534,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/122/165/GCA_008122165.1_Kamilah_GGO_v0
9595,Eukaryota,Chordata,Hominidae,Gorilla,Gorilla gorilla gorilla,Kamilah (stud number 0661),PRJNA564096,SAMN11078986,chromosome 1:NC_044602.1/CM017847.1; chromosome 2A:NC_044603.1/CM017848.1; chromosome 2B:NC_044604.1/CM017849.1; chromosome 3:NC_044605.1/CM017850.1; chromosome 4:NC_044606.1/CM017851.1; chromosome 5:NC_044607.1/CM017852.1; chromosome 6:NC_044608.1/CM017853.1; chromosome 7:NC_044609.1/CM017854.1; chromosome 8:NC_044610.1/CM017855.1; chromosome 9:NC_044611.1/CM017856.1; chromosome 10:NC_044612.1/CM017857.1; chromosome 11:NC_044613.1/CM017858.1; chromosome 12:NC_044614.1/CM017859.1; chromosome 13:NC_044615.1/CM017860.1; chromosome 14:NC_044616.1/CM017861.1; chromosome 15:NC_044617.1/CM017862.1; chromosome 16:NC_044618.1/CM017863.1; chromosome 17:NC_044619.1/CM017864.1; chromosome 18:NC_044620.1/CM017865.1; chromosome 19:NC_044621.1/CM017866.1; chromosome 20:NC_044622.1/CM017867.1; chromosome 21:NC_044623.1/CM017868.1; chromosome 22:NC_044624.1/CM017869.1; chromosome X:NC_044625.1/CM017870.1; mitochondrion MT:NC_011120.1/,GCA_008122165.1,MT:NC_021957.1/,5706,3044.87,40.7803,51654,0.016478,45.0965,13,184783.9544,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/122/165/GCA_008122165.1_Kamilah_GGO_v0
61853,Eukaryota,Chordata,Hylobatidae,Nomascus,Nomascus leucogenys,Asia,PRJNA564096,SAMN11124083,chromosome 1a:NC_044381.1/CM016945.1; chromosome 2:NC_044382.1/CM016946.1; chromosome 3:NC_044383.1/CM016947.1; chromosome 4:NC_044384.1/CM016948.1; chromosome 5:NC_044385.1/CM016949.1; chromosome 6:NC_044386.1/CM016950.1; chromosome 7b:NC_044387.1/CM016951.1; chromosome 8:NC_044388.1/CM016952.1; chromosome 9:NC_044389.1/CM016953.1; chromosome 10:NC_044390.1/CM016954.1; chromosome 11:NC_044391.1/CM016955.1; chromosome 12:NC_044392.1/CM016956.1; chromosome 13:NC_044393.1/CM016957.1; chromosome 14:NC_044394.1/CM016958.1; chromosome 15:NC_044395.1/CM016959.1; chromosome 16:NC_044396.1/CM016960.1; chromosome 17:NC_044397.1/CM016961.1; chromosome 18:NC_044398.1/CM016962.1; chromosome 19:NC_044399.1/CM016963.1; chromosome 20:NC_044400.1/CM016964.1; chromosome 21:NC_044401.1/CM016965.1; chromosome 22a:NC_044402.1/CM016966.1; chromosome 23:NC_044403.1/CM016967.1; chromosome 24:NC_044404.1/CM016968.1; chromosome 25:NC_044405.1/CM016969.1; chromosome X:NC_044406.1/CM016970.1; mitochondrion MT:NC_021957.1/,GCA_006542625.1,MT:NC_011120.1/,2377,2843.98,41.0665,51330,0.016412,43.7972,13,173286.6195,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/625/GCA_006542625.1_Asia_NLE_v1
61853,Eukaryota,Chordata,Hylobatidae,Nomascus,Nomascus leucogenys,Asia,PRJNA564096,SAMN11124083,chromosome 1a:NC_044381.1/CM016945.1; chromosome 2:NC_044382.1/CM016946.1; chromosome 3:NC_044383.1/CM016947.1; chromosome 4:NC_044384.1/CM016948.1; chromosome 5:NC_044385.1/CM016949.1; chromosome 6:NC_044386.1/CM016950.1; chromosome 7b:NC_044387.1/CM016951.1; chromosome 8:NC_044388.1/CM016952.1; chromosome 9:NC_044389.1/CM016953.1; chromosome 10:NC_044390.1/CM016954.1; chromosome 11:NC_044391.1/CM016955.1; chromosome 12:NC_044392.1/CM016956.1; chromosome 13:NC_044393.1/CM016957.1; chromosome 14:NC_044394.1/CM016958.1; chromosome 15:NC_044395.1/CM016959.1; chromosome 16:NC_044396.1/CM016960.1; chromosome 17:NC_044397.1/CM016961.1; chromosome 18:NC_044398.1/CM016962.1; chromosome 19:NC_044399.1/CM016963.1; chromosome 20:NC_044400.1/CM016964.1; chromosome 21:NC_044401.1/CM016965.1; chromosome 22a:NC_044402.1/CM016966.1; chromosome 23:NC_044403.1/CM016967.1; chromosome 24:NC_044404.1/CM016968.1; chromosome 25:NC_044405.1/CM016969.1; chromosome X:NC_044406.1/CM016970.1; mitochondrion MT:NC_021957.1/,GCA_006542625.1,MT:NC_021957.1/,2377,2843.98,41.0665,51330,0.016478,45.0965,13,172592.5476,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/542/625/GCA_006542625.1_Asia_NLE_v1
61622,Eukaryota,Chordata,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,Shanxi Qingling,PRJNA565017,SAMN11039125,chromosome 1:NC_044549.1/CM017351.1; chromosome 2:NC_044550.1/CM017352.1; chromosome 3:NC_044551.1/CM017353.1; chromosome 4:NC_044552.1/CM017354.1; chromosome 5:NC_044553.1/CM017355.1; chromosome 6:NC_044554.1/CM017356.1; chromosome 7:NC_044555.1/CM017357.1; chromosome 8:NC_044556.1/CM017358.1; chromosome 9:NC_044557.1/CM017359.1; chromosome 10:NC_044558.1/CM017360.1; chromosome 11:NC_044559.1/CM017361.1; chromosome 12:NC_044560.1/CM017362.1; chromosome 13:NC_044561.1/CM017363.1; chromosome 14:NC_044562.1/CM017364.1; chromosome 15:NC_044563.1/CM017365.1; chromosome 16:NC_044564.1/CM017366.1; chromosome 17:NC_044565.1/CM017367.1; chromosome 18:NC_044566.1/CM017368.1; chromosome 19:NC_044567.1/CM017369.1; chromosome 20:NC_044568.1/CM017370.1; chromosome 21:NC_044569.1/CM017371.1; chromosome 22:NC_044570.1/CM017372.1; mitochondrion MT:NC_008218.1/,GCA_007565055.1,MT:NC_008218.1/,3257,3038.48,40.9082,53702,0.016549,38.522,13,183605.0517,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/565/055/GCA_007565055.1_ASM756505v1
9838,Eukaryota,Chordata,Camelidae,Camelus,Camelus dromedarius,Drom800,PRJNA565028,SAMN03252735,chromosome 1:NC_044511.1/CM016627.2; chromosome 2:NC_044512.1/CM016628.2; chromosome 3:NC_044513.1/CM016629.2; chromosome 4:NC_044514.1/CM016630.2; chromosome 5:NC_044515.1/CM016631.2; chromosome 6:NC_044516.1/CM016632.2; chromosome 7:NC_044517.1/CM016633.2; chromosome 8:NC_044518.1/CM016634.2; chromosome 9:NC_044519.1/CM016635.2; chromosome 10:NC_044520.1/CM016636.2; chromosome 11:NC_044521.1/CM016637.2; chromosome 12:NC_044522.1/CM016638.2; chromosome 13:NC_044523.1/CM016639.2; chromosome 14:NC_044524.1/CM016640.2; chromosome 15:NC_044525.1/CM016641.2; chromosome 16:NC_044526.1/CM016642.2; chromosome 17:NC_044527.1/CM016643.2; chromosome 18:NC_044528.1/CM016644.2; chromosome 19:NC_044529.1/CM016645.2; chromosome 20:NC_044530.1/CM016646.2; chromosome 21:NC_044531.1/CM016647.2; chromosome 22:NC_044532.1/CM016648.2; chromosome 23:NC_044533.1/CM016649.2; chromosome 24:NC_044534.1/CM016650.2; chromosome 25:NC_044535.1/CM016651.2; chromosome 26:NC_044536.1/CM016652.2; chromosome 27:NC_044537.1/CM016653.2; chromosome 28:NC_044538.1/CM016654.2; chromosome 29:NC_044539.1/CM016655.2; chromosome 30:NC_044540.1/CM016656.2; chromosome 31:NC_044541.1/CM016657.2; chromosome 32:NC_044542.1/CM016658.2; chromosome 33:NC_044543.1/CM016659.2; chromosome 34:NC_044544.1/CM016660.2; chromosome 35:NC_044545.1/CM016661.2; chromosome 36:NC_044546.1/CM016662.2; chromosome X:NC_044547.1/CM016663.2; mitochondrion MT:NC_009849.1/,GCA_000803125.3,MT:NC_009849.1/,21070,2169.36,41.5758,51736,0.016643,42.0657,13,130346.6923,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/125/GCA_000803125.3_CamDro3
7048,Eukaryota,Arthropoda,Curculionidae,Sitophilus,Sitophilus oryzae,,PRJNA566109,SAMN08382431,mitochondrion MT:NC_030765.1/,GCA_002938485.2,MT:NC_030765.1/,2025,770.568,32.8998,23498,0.017602,23.645,13,43777.29803,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/938/485/GCA_002938485.2_Soryzae_2.0
283035,Eukaryota,Chordata,Percidae,Sander,Sander lucioperca,FBNREF2018,PRJNA576669,SAMN12618724,chromosome 1:NC_050173.1/CM024490.1; chromosome 2:NC_050174.1/CM024491.1; chromosome 3:NC_050175.1/CM024492.1; chromosome 4:NC_050176.1/CM024493.1; chromosome 5:NC_050177.1/CM024494.1; chromosome 6:NC_050178.1/CM024495.1; chromosome 7:NC_050179.1/CM024496.1; chromosome 8:NC_050180.1/CM024497.1; chromosome 9:NC_050181.1/CM024498.1; chromosome 10:NC_050182.1/CM024499.1; chromosome 11:NC_050183.1/CM024500.1; chromosome 12:NC_050184.1/CM024501.1; chromosome 13:NC_050185.1/CM024502.1; chromosome 14:NC_050186.1/CM024503.1; chromosome 15:NC_050187.1/CM024504.1; chromosome 16:NC_050188.1/CM024505.1; chromosome 17:NC_050189.1/CM024506.1; chromosome 18:NC_050190.1/CM024507.1; chromosome 19:NC_050191.1/CM024508.1; chromosome 20:NC_050192.1/CM024509.1; chromosome 21:NC_050193.1/CM024510.1; chromosome 22:NC_050194.1/CM024511.1; chromosome 23:NC_050195.1/CM024512.1; chromosome 24:NC_050196.1/CM024513.1; mitochondrion MT:NC_026533.1/,GCA_008315115.2,MT:NC_026533.1/,337,901.238,40.8673,56557,0.016542,44.3719,13,54481.80389,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/315/115/GCA_008315115.2_SLUC_FBN_1.2
9555,Eukaryota,Chordata,Cercopithecidae,Papio,Papio anubis,15944,PRJNA576697,SAMN11179045,chromosome 1:NC_044976.1/CM018180.1; chromosome 2:NC_044977.1/CM018181.1; chromosome 3:NC_044978.1/CM018182.1; chromosome 4:NC_044979.1/CM018183.1; chromosome 5:NC_044980.1/CM018184.1; chromosome 6:NC_044981.1/CM018185.1; chromosome 7:NC_044982.1/CM018186.1; chromosome 8:NC_044983.1/CM018187.1; chromosome 9:NC_044984.1/CM018188.1; chromosome 10:NC_044985.1/CM018189.1; chromosome 11:NC_044986.1/CM018190.1; chromosome 12:NC_044987.1/CM018191.1; chromosome 13:NC_044988.1/CM018192.1; chromosome 14:NC_044989.1/CM018193.1; chromosome 15:NC_044990.1/CM018194.1; chromosome 16:NC_044991.1/CM018195.1; chromosome 17:NC_044992.1/CM018196.1; chromosome 18:NC_044993.1/CM018197.1; chromosome 19:NC_044994.1/CM018198.1; chromosome 20:NC_044995.1/CM018199.1; chromosome X:NC_044996.1/CM018200.1; chromosome Y:NC_044997.1/CM018201.1; mitochondrion MT:NC_020006.2/,GCA_008728515.1,MT:NC_020006.2/,11145,2869.82,40.9162,71987,0.016516,43.6728,13,173759.9903,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/728/515/GCA_008728515.1_Panubis1.0
31234,Eukaryota,Nematoda,Rhabditidae,Caenorhabditis,Caenorhabditis remanei,PX506,PRJNA577507,SAMN13028143,chromosome I:CM021144.1; chromosome II:CM021145.1; chromosome III:CM021146.1; chromosome IV:CM021147.1; chromosome V:CM021148.1; chromosome X:CM021149.1; mitochondrion MT:CM021150.1,GCA_010183535.1,MT:CM021150.1,187,130.481,38.0094,26189,0.013978,22.4496,12,9334.740306,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/183/535/GCA_010183535.1_CRPX506
