TaxID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Groups,Strain,BioSample,BioProject,Assembly,Level,Size.Mb.,GC.,Replicons,WGS,Scaffolds,CDS,Release.Date,GenBank.FTP,RefSeq.FTP,Genes,Host,Modify.Date,other.RNA,Pseudogene,rRNA,tRNA
51337,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,Jaculus jaculus,Mammals,mJacJac1,SAMN20391724,PRJNA778790,GCA_020740685.1, Chromosome,2863.87,42.0447,chromosome 1:NC_059102.1/CM036389.1; chromosome 2:NC_059103.1/CM036390.1; chromosome 3:NC_059104.1/CM036391.1; chromosome 4:NC_059105.1/CM036392.1; chromosome 5:NC_059106.1/CM036393.1; chromosome 6:NC_059107.1/CM036394.1; chromosome 7:NC_059108.1/CM036395.1; chromosome 8:NC_059109.1/CM036396.1; chromosome 9:NC_059110.1/CM036397.1; chromosome 10:NC_059111.1/CM036398.1; chromosome 11:NC_059112.1/CM036399.1; chromosome 12:NC_059113.1/CM036400.1; chromosome 13:NC_059114.1/CM036401.1; chromosome 14:NC_059115.1/CM036402.1; chromosome 15:NC_059116.1/CM036403.1; chromosome 16:NC_059117.1/CM036404.1; chromosome 17:NC_059118.1/CM036405.1; chromosome 18:NC_059119.1/CM036406.1; chromosome 19:NC_059120.1/CM036407.1; chromosome 20:NC_059121.1/CM036408.1; chromosome 21:NC_059122.1/CM036409.1; chromosome 22:NC_059123.1/CM036410.1; chromosome 23:NC_059124.1/CM036411.1; chromosome X:NC_059125.1/CM036412.1; chromosome Y:NC_059126.1/CM036413.1; mitochondrion MT:NC_005314.1/,JAJGSA01,160,44854,2021-11-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/740/685/GCA_020740685.1_mJacJac1.mat.Y.cur,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/685/GCF_020740685.1_mJacJac1.mat.Y.cur,35142,,2021-11-04T00:00:00Z,6790,8011,101,449
2787746,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus,Citrullus lanatus subsp. cordophanus,Land Plants,Kordofan,SAMN16756459,PRJNA676157,GCA_018142915.1, Chromosome,367.122,33.6004,chromosome 1:CM031034.1; chromosome 2:CM031035.1; chromosome 3:CM031036.1; chromosome 4:CM031037.1; chromosome 5:CM031038.1; chromosome 6:CM031039.1; chromosome 7:CM031040.1; chromosome 8:CM031041.1; chromosome 9:CM031042.1; chromosome 10:CM031043.1; chromosome 11:CM031044.1,JADPLL01,33,0,2021-04-26T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/142/915/GCA_018142915.1_cordophanus_v1,,0,,2021-04-29T00:00:00Z,0,0,0,0
3634,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium barbadense,Land Plants,,SAMN16880046,PRJNA680449,GCA_018997955.1, Chromosome,2210.13,34.1822,chromosome A01:CM032271.1; chromosome D01:CM032272.1; chromosome A02:CM032273.1; chromosome D02:CM032274.1; chromosome A03:CM032275.1; chromosome D03:CM032276.1; chromosome A04:CM032277.1; chromosome D04:CM032278.1; chromosome A05:CM032279.1; chromosome D05:CM032280.1; chromosome A06:CM032281.1; chromosome D06:CM032282.1; chromosome A07:CM032283.1; chromosome D07:CM032284.1; chromosome A08:CM032285.1; chromosome D08:CM032286.1; chromosome A09:CM032287.1; chromosome D09:CM032288.1; chromosome A10:CM032289.1; chromosome D10:CM032290.1; chromosome A11:CM032291.1; chromosome D11:CM032292.1; chromosome A12:CM032293.1; chromosome D12:CM032294.1; chromosome A13:CM032295.1; chromosome D13:CM032296.1,JAHMMW01,305,0,2021-06-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/955/GCA_018997955.1_ASM1899795v1,,0,,2021-06-24T00:00:00Z,0,0,0,0
7830,Eukaryota,Metazoa,Chordata,Chondrichthyes,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,Scyliorhinus canicula,Fishes,,SAMEA994730,PRJEB35945,GCA_902713615.1, Chromosome,4220.41,47.6847,chromosome 1:NC_052146.1/LR744030.1; chromosome 2:NC_052147.1/LR744031.1; chromosome 3:NC_052148.1/LR744032.1; chromosome 4:NC_052149.1/LR744033.1; chromosome 5:NC_052150.1/LR744034.1; chromosome 6:NC_052151.1/LR744035.1; chromosome 7:NC_052152.1/LR744036.1; chromosome 8:NC_052153.1/LR744037.1; chromosome 9:NC_052154.1/LR744038.1; chromosome 10:NC_052155.1/LR744039.1; chromosome 11:NC_052156.1/LR744040.1; chromosome 12:NC_052157.1/LR744041.1; chromosome 13:NC_052158.1/LR744042.1; chromosome 14:NC_052159.1/LR744043.1; chromosome 15:NC_052160.1/LR744044.1; chromosome 16:NC_052161.1/LR744045.1; chromosome 17:NC_052162.1/LR744046.1; chromosome 18:NC_052163.1/LR744047.1; chromosome 19:NC_052164.1/LR744048.1; chromosome 20:NC_052165.1/LR744049.1; chromosome 21:NC_052166.1/LR744050.1; chromosome 22:NC_052167.1/LR744051.1; chromosome 23:NC_052168.1/LR744052.1; chromosome 24:NC_052169.1/LR744053.1; chromosome 25:NC_052170.1/LR744054.1; chromosome 26:NC_052171.1/LR744055.1; chromosome 27:NC_052172.1/LR744056.1; chromosome 28:NC_052173.1/LR744057.1; chromosome 29:NC_052174.1/LR744058.1; chromosome 30:NC_052175.1/LR744059.1; chromosome 31:NC_052176.1/LR744060.1; mitochondrion MT:NC_001950.1/,CACTIT01,646,49345,2020-12-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/615/GCA_902713615.1_sScyCan1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/713/615/GCF_902713615.1_sScyCan1.1,29227,,2021-01-06T00:00:00Z,6379,1262,40,3093
7957,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Carassius,Carassius auratus,Fishes,Wakin,SAMN09670328,PRJNA487739,GCA_003368295.1, Chromosome,1820.64,37.4838,chromosome 1:CM010432.1; chromosome 2:CM010433.1; chromosome 3:CM010434.1; chromosome 4:CM010435.1; chromosome 5:CM010436.1; chromosome 6:CM010437.1; chromosome 7:CM010438.1; chromosome 8:CM010439.1; chromosome 9:CM010440.1; chromosome 10:CM010441.1; chromosome 11:CM010442.1; chromosome 12:CM010443.1; chromosome 13:CM010444.1; chromosome 14:CM010445.1; chromosome 15:CM010446.1; chromosome 16:CM010447.1; chromosome 17:CM010448.1; chromosome 18:CM010449.1; chromosome 19:CM010450.1; chromosome 20:CM010451.1; chromosome 21:CM010452.1; chromosome 22:NC_039264.1/CM010453.1; chromosome 23:NC_039265.1/CM010454.1; chromosome 24:NC_039266.1/CM010455.1; chromosome 25:NC_039267.1/CM010456.1; chromosome 26:NC_039268.1/CM010457.1; chromosome 27:NC_039269.1/CM010458.1; chromosome 28:NC_039270.1/CM010459.1; chromosome 29:NC_039271.1/CM010460.1; chromosome 30:NC_039272.1/CM010461.1; chromosome 31:NC_039273.1/CM010462.1; chromosome 32:NC_039274.1/CM010463.1; chromosome 33:NC_039275.1/CM010464.1; chromosome 34:NC_039276.1/CM010465.1; chromosome 35:NC_039277.1/CM010466.1; chromosome 36:NC_039278.1/CM010467.1; chromosome 37:NC_039279.1/CM010468.1; chromosome 38:NC_039280.1/CM010469.1; chromosome 39:NC_039281.1/CM010470.1; chromosome 40:NC_039282.1/CM010471.1; chromosome 41:NC_039283.1/CM010472.1; chromosome 42:NC_039284.1/CM010473.1; chromosome 43:NC_039285.1/CM010474.1; chromosome 44:NC_039286.1/CM010475.1; chromosome 45:NC_039287.1/CM010476.1; chromosome 46:NC_039288.1/CM010477.1; chromosome 47:NC_039289.1/CM010478.1; chromosome 48:NC_039290.1/CM010479.1; chromosome 49:NC_039291.1/CM010480.1; chromosome 50:NC_039292.1/CM010481.1; linkage group LG28B:NC_039293.1/CM010482.1; linkage group LG30F:NC_039294.1/CM010483.1; linkage group LG36F:NC_039295.1/CM010484.1; linkage group LG37M:NC_039296.1/CM010485.1; linkage group LG42F:NC_039297.1/CM010486.1; linkage group LG44F:NC_039298.1/CM010487.1; linkage group LG45M:NC_039299.1/CM010488.1; linkage group LG48F:NC_039300.1/CM010489.1; linkage group LG49B:NC_039301.1/CM010490.1; mitochondrion MT:NC_002079.1/CM010491.1,QPKE01,6216,60528,2018-08-08T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/368/295/GCA_003368295.1_ASM336829v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/368/295/GCF_003368295.1_ASM336829v1,60436,,2018-08-09T00:00:00Z,8735,6108,7780,6069
9886,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,Muntiacus reevesi,Mammals,NWPU-IOZ-04,SAMN15339013,PRJNA640966,GCA_020226045.1, Chromosome,2494.01,41.5613,chromosome 1:CM035246.1; chromosome 2:CM035247.1; chromosome 3:CM035248.1; chromosome 4:CM035249.1; chromosome 5:CM035250.1; chromosome 6:CM035251.1; chromosome 7:CM035252.1; chromosome 8:CM035253.1; chromosome 9:CM035254.1; chromosome 10:CM035255.1; chromosome 11:CM035256.1; chromosome 12:CM035257.1; chromosome 13:CM035258.1; chromosome 14:CM035259.1; chromosome 15:CM035260.1; chromosome 16:CM035261.1; chromosome 17:CM035262.1; chromosome 18:CM035263.1; chromosome 19:CM035264.1; chromosome 20:CM035265.1; chromosome 21:CM035266.1; chromosome 22:CM035267.1; chromosome X:CM035268.1,JAGTXV01,460,0,2021-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/226/045/GCA_020226045.1_ASM2022604v1,,0,,2021-10-05T00:00:00Z,0,0,0,0
9860,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus elaphus,Mammals,,SAMEA7523520,PRJEB45838,GCA_910594005.1, Chromosome,2886.6,42.976,chromosome 1:NC_057815.1/OU343078.1; chromosome 2:NC_057816.1/OU343079.1; chromosome 3:NC_057817.1/OU343080.1; chromosome 4:NC_057818.1/OU343081.1; chromosome 5:NC_057819.1/OU343082.1; chromosome 6:NC_057820.1/OU343083.1; chromosome 7:NC_057821.1/OU343084.1; chromosome 8:NC_057822.1/OU343085.1; chromosome 9:NC_057823.1/OU343086.1; chromosome 10:NC_057824.1/OU343087.1; chromosome 11:NC_057825.1/OU343088.1; chromosome 12:NC_057826.1/OU343089.1; chromosome 13:NC_057827.1/OU343090.1; chromosome 14:NC_057828.1/OU343091.1; chromosome 15:NC_057829.1/OU343092.1; chromosome 16:NC_057830.1/OU343093.1; chromosome 17:NC_057831.1/OU343094.1; chromosome 18:NC_057832.1/OU343095.1; chromosome 19:NC_057833.1/OU343096.1; chromosome 20:NC_057834.1/OU343097.1; chromosome 21:NC_057835.1/OU343098.1; chromosome 22:NC_057836.1/OU343099.1; chromosome 23:NC_057837.1/OU343100.1; chromosome 24:NC_057838.1/OU343101.1; chromosome 25:NC_057839.1/OU343102.1; chromosome 26:NC_057840.1/OU343103.1; chromosome 27:NC_057841.1/OU343104.1; chromosome 28:NC_057842.1/OU343105.1; chromosome 29:NC_057843.1/OU343106.1; chromosome 30:NC_057844.1/OU343107.1; chromosome 31:NC_057845.1/OU343108.1; chromosome 32:NC_057846.1/OU343109.1; chromosome 33:NC_057847.1/OU343110.1; chromosome X:NC_057848.1/OU343077.1; mitochondrion MT:OU343111.1,CAJVBL01,144,57591,2021-07-06T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/594/005/GCA_910594005.1_mCerEla1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/910/594/005/GCF_910594005.1_mCerEla1.1,37348,,2021-07-06T00:00:00Z,11274,4296,127,2261
9694,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera tigris,Mammals,Pti1,SAMN17054330,PRJNA751894,GCA_018350195.2, Chromosome,2408.7,41.6518,chromosome A1:NC_056660.1/CM031431.1; chromosome A2:NC_056661.1/CM031432.1; chromosome A3:NC_056662.1/CM031433.1; chromosome B1:NC_056663.1/CM031434.1; chromosome B2:NC_056664.1/CM031435.1; chromosome B3:NC_056665.1/CM031436.1; chromosome B4:NC_056666.1/CM031437.1; chromosome C1:NC_056667.1/CM031438.1; chromosome C2:NC_056668.1/CM031439.1; chromosome D1:NC_056669.1/CM031440.1; chromosome D2:NC_056670.1/CM031441.1; chromosome D3:NC_056671.1/CM031442.1; chromosome D4:NC_056672.1/CM031443.1; chromosome E1:NC_056673.1/CM031444.1; chromosome E2:NC_056674.1/CM031445.1; chromosome E3:NC_056675.1/CM031446.1; chromosome F2:NC_056676.1/CM031447.1; chromosome F3:NC_056678.1/CM031448.1; chromosome X:NC_056677.1/CM031430.1; mitochondrion MT:NC_010642.1/,JAEQMW01,75,55717,2021-05-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/195/GCA_018350195.2_P.tigris_Pti1_mat1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/195/GCF_018350195.1_P.tigris_Pti1_mat1.1,33598,,2021-07-16T00:00:00Z,15427,3743,84,745
7962,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,Fishes,SPL01,SAMN17005855,PRJNA745992,GCA_018340385.1, Chromosome,1680.13,37.1688,chromosome A1:CM031245.1; chromosome A2:CM031256.1; chromosome A3:NC_056574.1/CM031263.1; chromosome A4:NC_056575.1/CM031264.1; chromosome A5:NC_056576.1/CM031265.1; chromosome A6:NC_056577.1/CM031266.1; chromosome A7:NC_056578.1/CM031267.1; chromosome A8:NC_056579.1/CM031268.1; chromosome A9:NC_056580.1/CM031269.1; chromosome A10:NC_056581.1/CM031246.1; chromosome A11:NC_056582.1/CM031247.1; chromosome A12:NC_056583.1/CM031248.1; chromosome A13:NC_056584.1/CM031249.1; chromosome A14:NC_056585.1/CM031250.1; chromosome A15:NC_056586.1/CM031251.1; chromosome A16:NC_056587.1/CM031252.1; chromosome A17:NC_056588.1/CM031253.1; chromosome A18:NC_056589.1/CM031254.1; chromosome A19:NC_056590.1/CM031255.1; chromosome A20:NC_056591.1/CM031257.1; chromosome A21:NC_056592.1/CM031258.1; chromosome A22:NC_056593.1/CM031259.1; chromosome A23:NC_056594.1/CM031260.1; chromosome A24:NC_056595.1/CM031261.1; chromosome A25:NC_056596.1/CM031262.1; chromosome B1:NC_056597.1/CM031270.1; chromosome B2:NC_056598.1/CM031281.1; chromosome B3:NC_056599.1/CM031288.1; chromosome B4:NC_056600.1/CM031289.1; chromosome B5:NC_056601.1/CM031290.1; chromosome B6:NC_056602.1/CM031291.1; chromosome B7:NC_056603.1/CM031292.1; chromosome B8:NC_056604.1/CM031293.1; chromosome B9:NC_056605.1/CM031294.1; chromosome B10:NC_056606.1/CM031271.1; chromosome B11:NC_056607.1/CM031272.1; chromosome B12:NC_056608.1/CM031273.1; chromosome B13:NC_056609.1/CM031274.1; chromosome B14:NC_056610.1/CM031275.1; chromosome B15:NC_056611.1/CM031276.1; chromosome B16:NC_056612.1/CM031277.1; chromosome B17:NC_056613.1/CM031278.1; chromosome B18:NC_056614.1/CM031279.1; chromosome B19:NC_056615.1/CM031280.1; chromosome B20:NC_056616.1/CM031282.1; chromosome B21:NC_056617.1/CM031283.1; chromosome B22:NC_056618.1/CM031284.1; chromosome B23:NC_056619.1/CM031285.1; chromosome B24:NC_056620.1/CM031286.1; chromosome B25:NC_056621.1/CM031287.1; mitochondrion MT:NC_001606.1/,JAEOAB01,6701,76977,2021-05-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/385/GCA_018340385.1_ASM1834038v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/340/385/GCF_018340385.1_ASM1834038v1,57038,,2021-05-12T00:00:00Z,9738,5980,412,1989
7936,Eukaryota,Metazoa,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,Anguilla anguilla,Fishes,fAngAng1,SAMN12623627,PRJNA643263,GCA_013347855.1, Chromosome,979.046,43.6575,chromosome 1:NC_049201.1/CM023565.1; chromosome 2:NC_049202.1/CM023566.1; chromosome 3:NC_049203.1/CM023567.1; chromosome 4:NC_049204.1/CM023568.1; chromosome 5:NC_049205.1/CM023569.1; chromosome 6:NC_049206.1/CM023570.1; chromosome 7:NC_049207.1/CM023571.1; chromosome 8:NC_049208.1/CM023572.1; chromosome 9:NC_049209.1/CM023573.1; chromosome 10:NC_049210.1/CM023574.1; chromosome 11:NC_049211.1/CM023575.1; chromosome 12:NC_049212.1/CM023576.1; chromosome 13:NC_049213.1/CM023577.1; chromosome 14:NC_049214.1/CM023578.1; chromosome 15:NC_049215.1/CM023579.1; chromosome 16:NC_049216.1/CM023580.1; chromosome 17:NC_049217.1/CM023581.1; chromosome 18:NC_049218.1/CM023582.1; chromosome 19:NC_049219.1/CM023583.1; mitochondrion MT:NC_006531.1/,JABVMG01,54,58091,2020-06-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/347/855/GCA_013347855.1_fAngAng1.pri,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/347/855/GCF_013347855.1_fAngAng1.pri,31475,,2020-06-18T00:00:00Z,6036,377,18,1159
79684,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus ochrogaster,Mammals,Prairie Vole_2,SAMN00727831,PRJNA72443,GCA_000317375.1, Chromosome,2287.34,42.8312,chromosome 1:NC_022009.1/CM001672.1; chromosome 2:NC_022010.1/CM001673.1; chromosome 4:NC_022011.1/CM001674.1; chromosome 5:NC_022012.1/CM001675.1; chromosome 6:NC_022013.1/CM001676.1; chromosome 7:NC_022014.1/CM001677.1; chromosome 8:NC_022015.1/CM001678.1; chromosome 10:NC_022016.1/CM001679.1; chromosome 15:NC_022017.1/CM001680.1; chromosome 16:NC_022018.1/CM001681.1; chromosome 17:NC_022019.1/CM001682.1; chromosome 18:NC_022020.1/CM001683.1; chromosome 19:NC_022021.1/CM001684.1; chromosome 21:NC_022022.1/CM001685.1; chromosome 22:NC_022023.1/CM001686.1; chromosome 24:NC_022024.1/CM001687.1; chromosome 26:NC_022025.1/CM001688.1; chromosome X:NC_022026.1/CM001689.1; linkage group LG1:NC_022027.1/CM001690.1; linkage group LG2:NC_022028.1/CM001691.1; linkage group LG3:NC_022029.1/CM001692.1; linkage group LG4:NC_022030.1/CM001693.1; linkage group LG5:NC_022031.1/CM001694.1; linkage group LG7_11:NC_022032.1/CM001695.1; linkage group LG8:NC_022033.1/CM001696.1; linkage group LG9:NC_022034.1/CM001697.1; linkage group LG10:NC_022035.1/CM001698.1; linkage group LG12:NC_022036.1/CM001699.1,AHZW01,6450,37795,2012-12-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/317/375/GCA_000317375.1_MicOch1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/375/GCF_000317375.1_MicOch1.0,26397,,2013-11-01T00:00:00Z,2671,3794,18,401
4533,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza brachyantha,Land Plants,,SAMN02981362,PRJNA232125,GCA_000231095.3, Chromosome,263.33,41.5494,chromosome 1:NC_023163.2/CM001241.3; chromosome 2:NC_023164.2/CM001242.2; chromosome 3:NC_023165.2/CM001243.3; chromosome 4:NC_023166.2/CM001244.3; chromosome 5:NC_023167.2/CM001245.3; chromosome 6:NC_023168.2/CM001246.3; chromosome 7:NC_023169.2/CM001247.3; chromosome 8:NC_023170.2/CM001248.3; chromosome 9:NC_023171.2/CM001249.3; chromosome 10:NC_023172.2/CM001250.3; chromosome 11:NC_023173.2/CM001251.3; chromosome 12:NC_023174.2/CM001252.3; chloroplast Pltd:NC_030596.1/,AGAT02,74,30090,2011-10-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/231/095/GCA_000231095.3_ObraRS2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/231/095/GCF_000231095.2_ObraRS2,27042,,2021-03-10T00:00:00Z,3628,1215,565,513
4498,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Avena,Avena sativa,Land Plants,,SAMN23797304,PRJNA787292,GCA_022788535.1, Chromosome,10839.2,43.8636,chromosome 1A:CM040581.1; chromosome 1C:CM040582.1; chromosome 1D:CM040583.1; chromosome 2A:CM040584.1; chromosome 2C:CM040585.1; chromosome 2D:CM040586.1; chromosome 3A:CM040587.1; chromosome 3C:CM040588.1; chromosome 3D:CM040589.1; chromosome 4A:CM040590.1; chromosome 4C:CM040591.1; chromosome 4D:CM040592.1; chromosome 5A:CM040593.1; chromosome 5C:CM040594.1; chromosome 5D:CM040595.1; chromosome 6A:CM040596.1; chromosome 6C:CM040597.1; chromosome 6D:CM040598.1; chromosome 7A:CM040599.1; chromosome 7C:CM040600.1; chromosome 7D:CM040601.1,JAKDEH01,99,0,2022-04-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/788/535/GCA_022788535.1_Oat_OT3098_v2,,0,,2022-04-01T00:00:00Z,0,0,0,0
4072,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum annuum,Land Plants,,SAMN06445824,PRJNA814299,GCA_002878395.3, Chromosome,3212.49,35.3276,chromosome 1:NC_061111.1/CM009386.1; chromosome 2:NC_061112.1/CM009387.1; chromosome 3:NC_061113.1/CM009388.1; chromosome 4:NC_061114.1/CM009389.1; chromosome 5:NC_061115.1/CM009390.1; chromosome 6:NC_061116.1/CM009391.1; chromosome 7:NC_061117.1/CM009392.1; chromosome 8:NC_061118.1/CM009393.1; chromosome 9:NC_061119.1/CM009394.1; chromosome 10:NC_061120.1/CM009395.1; chromosome 11:NC_061121.1/CM009396.1; chromosome 12:NC_061122.1/CM009397.1; mitochondrion MT:NC_024624.1/; chloroplast Pltd:NC_018552.1/,NPHV01,81202,51559,2017-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/878/395/GCA_002878395.3_UCD10Xv1.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/878/395/GCF_002878395.1_UCD10Xv1.1,48345,,2022-03-09T00:00:00Z,18645,5748,934,784
4679,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa,Land Plants,,SAMEA7849169,PRJEB29505,GCA_905187595.1, Chromosome,14937.4,33.6747,chromosome 1:LR994629.1; chromosome 2:LR994630.1; chromosome 3:LR994631.1; chromosome 4:LR994632.1; chromosome 5:LR994633.1; chromosome 6:LR994634.1; chromosome 7:LR994635.1; chromosome 8:LR994636.1,CAJJJL01,89854,0,2021-03-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/187/595/GCA_905187595.1_allium_cepa_DHCU066619_genome_sequence,,0,,2021-03-10T00:00:00Z,0,0,0,0
109376,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea var. oleracea,Land Plants,,SAMN02584321,PRJNA293438,GCA_000695525.1, Chromosome,488.954,37.3348,chromosome C1:NC_027748.1/CM002784.1; chromosome C2:NC_027749.1/CM002785.1; chromosome C3:NC_027750.1/CM002786.1; chromosome C4:NC_027751.1/CM002787.1; chromosome C5:NC_027752.1/CM002788.1; chromosome C6:NC_027753.1/CM002789.1; chromosome C7:NC_027754.1/CM002790.1; chromosome C8:NC_027755.1/CM002791.1; chromosome C9:NC_027756.1/CM002792.1; mitochondrion MT:NC_016118.1/,JJMF01,32886,56687,2014-05-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/695/525/GCA_000695525.1_BOL,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/525/GCF_000695525.1_BOL,54054,,2014-05-27T00:00:00Z,10031,4495,3,995
7229,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila miranda,Insects,MSH22,SAMN09375764,PRJNA623594,GCA_003369915.2, Chromosome,287.096,45.0728,chromosome XL:NC_046673.1/CM010493.2; chromosome XR:NC_046674.1/CM010494.2; chromosome 2:NC_046675.1/CM010495.2; chromosome 3:NC_046676.1/CM010496.2; chromosome 4:NC_046677.1/CM010497.2; chromosome 5:NC_046678.1/CM010498.2,QNQS02,104,32149,2018-08-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/369/915/GCA_003369915.2_D.miranda_PacBio2.1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/369/915/GCF_003369915.1_D.miranda_PacBio2.1,23864,,2019-09-23T00:00:00Z,4311,1788,157,368
3755,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus dulcis,Land Plants,,SAMEA5704668,PRJEB32994,GCA_902201215.1, Chromosome,227.757,37.8545,chromosome 1:NC_047650.1/LR694006.1; chromosome 2:NC_047651.1/LR694007.1; chromosome 3:NC_047652.1/LR694008.1; chromosome 4:NC_047653.1/LR694009.1; chromosome 5:NC_047654.1/LR694010.1; chromosome 6:NC_047655.1/LR694011.1; chromosome 7:NC_047656.1/LR694012.1; chromosome 8:NC_047657.1/LR694013.1; plastid Pltd:NC_034696.1/,CABIKO01,692,33326,2019-09-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/201/215/GCA_902201215.1_ALMONDv2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/201/215/GCF_902201215.1_ALMONDv2,26936,,2019-09-12T00:00:00Z,4000,1493,46,474
29729,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,Gossypium arboreum,Land Plants,,SAMN02981570,PRJNA335838,GCA_000612285.2, Chromosome,1694.6,36.1993,chromosome 1:NC_030664.1/CM002679.1; chromosome 2:NC_030665.1/CM002680.1; chromosome 3:NC_030666.1/CM002681.1; chromosome 4:NC_030667.1/CM002682.1; chromosome 5:NC_030668.1/CM002683.1; chromosome 6:NC_030669.1/CM002684.1; chromosome 7:NC_030670.1/CM002685.1; chromosome 8:NC_030671.1/CM002686.1; chromosome 9:NC_030672.1/CM002687.1; chromosome 10:NC_030673.1/CM002688.1; chromosome 11:NC_030674.1/CM002689.1; chromosome 12:NC_030675.1/CM002690.1; chromosome 13:NC_030676.1/CM002691.1; chloroplast Pltd:NC_016712.1/,AYOE01,75419,47568,2014-03-31T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/285/GCA_000612285.2_Gossypium_arboreum_v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/285/GCF_000612285.1_Gossypium_arboreum_v1.0,40208,,2015-09-28T00:00:00Z,5893,2481,8,907
